Date,Raw Material,Daily Consumption,Inventory Position,PO Number,PO Status,Expected Delivery Date,Vendor Name,Lead Time (Days),PO Creation Date
8-Feb-24,RM 3,7,765,,,,,,
9-Feb-24,RM 3,22,743,,,,,,
10-Feb-24,RM 3,20,723,,,,,,
11-Feb-24,RM 3,27,696,,,,,,
12-Feb-24,RM 3,6,690,,,,,,
13-Feb-24,RM 3,6,684,,,,,,
14-Feb-24,RM 3,11,673,,,,,,
15-Feb-24,RM 3,6,667,,,,,,
16-Feb-24,RM 3,19,648,,,,,,
17-Feb-24,RM 3,23,625,,,,,,
18-Feb-24,RM 3,13,612,,,,,,
19-Feb-24,RM 3,11,601,,,,,,
20-Feb-24,RM 3,0,601,,,,,,
21-Feb-24,RM 3,11,590,,,,,,
22-Feb-24,RM 3,7,583,,,,,,
23-Feb-24,RM 3,8,575,,,,,,
24-Feb-24,RM 3,17,558,,,,,,
25-Feb-24,RM 3,15,543,,,,,,
26-Feb-24,RM 3,10,533,,,,,,
27-Feb-24,RM 3,5,528,,,,,,
28-Feb-24,RM 3,1,527,,,,,,
29-Feb-24,RM 3,6,521,,,,,,
1-Mar-24,RM 3,18,503,,,,,,
2-Mar-24,RM 3,15,488,,,,,,
3-Mar-24,RM 3,15,473,,,,,,
4-Mar-24,RM 3,12,461,,,,,,
5-Mar-24,RM 3,10,451,,,,,,
6-Mar-24,RM 3,25,426,,,,,,
7-Mar-24,RM 3,13,413,,,,,,
8-Mar-24,RM 3,6,407,,,,,,
9-Mar-24,RM 3,9,398,,,,,,
10-Mar-24,RM 3,8,390,,,,,,
11-Mar-24,RM 3,0,390,,,,,,
12-Mar-24,RM 3,7,383,,,,,,
13-Mar-24,RM 3,17,366,,,,,,
14-Mar-24,RM 3,11,355,,,,,,
15-Mar-24,RM 3,13,342,,,,,,
16-Mar-24,RM 3,0,342,,,,,,
17-Mar-24,RM 3,5,337,,,,,,
18-Mar-24,RM 3,8,329,,,,,,
19-Mar-24,RM 3,17,312,,,,,,
29-Mar-24,RM 3,9,956,,,,,,
30-Mar-24,RM 3,6,950,,,,,,
31-Mar-24,RM 3,23,927,,,,,,
1-Apr-24,RM 3,6,921,,,,,,
2-Apr-24,RM 3,14,907,,,,,,
3-Apr-24,RM 3,16,891,,,,,,
4-Apr-24,RM 3,15,876,,,,,,
5-Apr-24,RM 3,16,860,,,,,,
6-Apr-24,RM 3,12,848,,,,,,
7-Apr-24,RM 3,10,838,,,,,,
8-Apr-24,RM 3,6,832,,,,,,
9-Apr-24,RM 3,17,815,,,,,,
10-Apr-24,RM 3,9,806,,,,,,
11-Apr-24,RM 3,23,783,,,,,,
12-Apr-24,RM 3,14,769,,,,,,
13-Apr-24,RM 3,15,754,,,,,,
14-Apr-24,RM 3,8,746,,,,,,
15-Apr-24,RM 3,9,737,,,,,,
16-Apr-24,RM 3,9,728,,,,,,
17-Apr-24,RM 3,12,716,,,,,,
18-Apr-24,RM 3,11,705,,,,,,
19-Apr-24,RM 3,1,704,,,,,,
20-Apr-24,RM 3,7,697,,,,,,
21-Apr-24,RM 3,17,680,,,,,,
22-Apr-24,RM 3,22,658,,,,,,
23-Apr-24,RM 3,5,653,,,,,,
24-Apr-24,RM 3,8,645,,,,,,
25-Apr-24,RM 3,4,641,,,,,,
26-Apr-24,RM 3,10,631,,,,,,
27-Apr-24,RM 3,1,630,,,,,,
28-Apr-24,RM 3,15,615,,,,,,
29-Apr-24,RM 3,7,608,,,,,,
30-Apr-24,RM 3,6,602,,,,,,
1-May-24,RM 3,2,600,,,,,,
2-May-24,RM 3,11,589,,,,,,
3-May-24,RM 3,10,579,,,,,,
4-May-24,RM 3,17,562,,,,,,
5-May-24,RM 3,8,554,,,,,,
6-May-24,RM 3,27,527,,,,,,
7-May-24,RM 3,8,519,,,,,,
8-May-24,RM 3,0,519,,,,,,
9-May-24,RM 3,23,496,,,,,,
10-May-24,RM 3,7,489,,,,,,
11-May-24,RM 3,20,469,,,,,,
12-May-24,RM 3,7,462,,,,,,
13-May-24,RM 3,11,451,,,,,,
14-May-24,RM 3,12,439,,,,,,
15-May-24,RM 3,16,423,,,,,,
16-May-24,RM 3,15,408,,,,,,
17-May-24,RM 3,7,401,,,,,,
18-May-24,RM 3,13,388,,,,,,
19-May-24,RM 3,14,374,,,,,,
20-May-24,RM 3,6,368,,,,,,
21-May-24,RM 3,11,357,,,,,,
22-May-24,RM 3,10,347,,,,,,
23-May-24,RM 3,18,329,,,,,,
24-May-24,RM 3,6,323,,,,,,
25-May-24,RM 3,3,320,,,,,,
1-Jun-24,RM 3,11,1014,,,,,,
2-Jun-24,RM 3,21,993,,,,,,
3-Jun-24,RM 3,9,984,,,,,,
4-Jun-24,RM 3,20,964,,,,,,
5-Jun-24,RM 3,3,961,,,,,,
6-Jun-24,RM 3,2,959,,,,,,
7-Jun-24,RM 3,8,951,,,,,,
8-Jun-24,RM 3,12,939,,,,,,
9-Jun-24,RM 3,6,933,,,,,,
10-Jun-24,RM 3,7,926,,,,,,
11-Jun-24,RM 3,26,900,,,,,,
12-Jun-24,RM 3,20,880,,,,,,
13-Jun-24,RM 3,2,878,,,,,,
14-Jun-24,RM 3,14,864,,,,,,
15-Jun-24,RM 3,18,846,,,,,,
16-Jun-24,RM 3,14,832,,,,,,
17-Jun-24,RM 3,7,825,,,,,,
18-Jun-24,RM 3,8,817,,,,,,
19-Jun-24,RM 3,21,796,,,,,,
20-Jun-24,RM 3,2,794,,,,,,
21-Jun-24,RM 3,7,787,,,,,,
22-Jun-24,RM 3,7,780,,,,,,
23-Jun-24,RM 3,16,764,,,,,,
24-Jun-24,RM 3,12,752,,,,,,
25-Jun-24,RM 3,14,738,,,,,,
26-Jun-24,RM 3,19,719,,,,,,
27-Jun-24,RM 3,9,710,,,,,,
28-Jun-24,RM 3,10,700,,,,,,
29-Jun-24,RM 3,6,694,,,,,,
30-Jun-24,RM 3,3,691,,,,,,
1-Jul-24,RM 3,0,691,,,,,,
2-Jul-24,RM 3,21,670,,,,,,
3-Jul-24,RM 3,14,656,,,,,,
4-Jul-24,RM 3,13,643,,,,,,
5-Jul-24,RM 3,11,632,,,,,,
6-Jul-24,RM 3,14,618,,,,,,
7-Jul-24,RM 3,2,616,,,,,,
8-Jul-24,RM 3,15,601,,,,,,
9-Jul-24,RM 3,7,594,,,,,,
10-Jul-24,RM 3,11,583,,,,,,
11-Jul-24,RM 3,11,572,,,,,,
12-Jul-24,RM 3,13,559,,,,,,
13-Jul-24,RM 3,0,559,,,,,,
14-Jul-24,RM 3,13,546,,,,,,
15-Jul-24,RM 3,4,542,,,,,,
16-Jul-24,RM 3,2,540,,,,,,
17-Jul-24,RM 3,13,527,,,,,,
18-Jul-24,RM 3,10,517,,,,,,
19-Jul-24,RM 3,18,499,,,,,,
20-Jul-24,RM 3,18,481,,,,,,
21-Jul-24,RM 3,12,469,,,,,,
22-Jul-24,RM 3,8,461,,,,,,
23-Jul-24,RM 3,12,449,,,,,,
24-Jul-24,RM 3,15,434,,,,,,
25-Jul-24,RM 3,21,413,,,,,,
26-Jul-24,RM 3,13,400,,,,,,
27-Jul-24,RM 3,6,394,,,,,,
28-Jul-24,RM 3,4,390,,,,,,
29-Jul-24,RM 3,7,383,,,,,,
30-Jul-24,RM 3,19,364,,,,,,
31-Jul-24,RM 3,10,354,,,,,,
1-Aug-24,RM 3,10,344,,,,,,
2-Aug-24,RM 3,23,321,,,,,,
3-Aug-24,RM 3,14,307,,,,,,
23-Aug-24,RM 3,19,750,,,,,,
24-Aug-24,RM 3,13,737,,,,,,
25-Aug-24,RM 3,13,724,,,,,,
26-Aug-24,RM 3,1,723,,,,,,
27-Aug-24,RM 3,13,710,,,,,,
28-Aug-24,RM 3,25,685,,,,,,
29-Aug-24,RM 3,20,665,,,,,,
30-Aug-24,RM 3,15,650,,,,,,
31-Aug-24,RM 3,14,636,,,,,,
1-Sep-24,RM 3,28,608,,,,,,
2-Sep-24,RM 3,17,591,,,,,,
3-Sep-24,RM 3,6,585,,,,,,
4-Sep-24,RM 3,17,568,,,,,,
5-Sep-24,RM 3,16,552,,,,,,
6-Sep-24,RM 3,10,542,,,,,,
7-Sep-24,RM 3,8,534,,,,,,
8-Sep-24,RM 3,7,527,,,,,,
9-Sep-24,RM 3,0,527,,,,,,
10-Sep-24,RM 3,15,512,,,,,,
11-Sep-24,RM 3,18,494,,,,,,
12-Sep-24,RM 3,19,475,,,,,,
13-Sep-24,RM 3,10,465,,,,,,
14-Sep-24,RM 3,22,443,,,,,,
15-Sep-24,RM 3,21,422,,,,,,
16-Sep-24,RM 3,27,395,,,,,,
17-Sep-24,RM 3,6,389,,,,,,
18-Sep-24,RM 3,14,375,,,,,,
19-Sep-24,RM 3,21,354,,,,,,
20-Sep-24,RM 3,2,352,,,,,,
21-Sep-24,RM 3,29,323,,,,,,
22-Sep-24,RM 3,13,310,,,,,,
5-Oct-24,RM 3,3,1058,,,,,,
6-Oct-24,RM 3,16,1042,,,,,,
7-Oct-24,RM 3,17,1025,,,,,,
8-Oct-24,RM 3,6,1019,,,,,,
9-Oct-24,RM 3,18,1001,,,,,,
10-Oct-24,RM 3,11,990,,,,,,
11-Oct-24,RM 3,11,979,,,,,,
12-Oct-24,RM 3,2,977,,,,,,
13-Oct-24,RM 3,15,962,,,,,,
14-Oct-24,RM 3,10,952,,,,,,
15-Oct-24,RM 3,9,943,,,,,,
16-Oct-24,RM 3,14,929,,,,,,
17-Oct-24,RM 3,12,917,,,,,,
18-Oct-24,RM 3,12,905,,,,,,
19-Oct-24,RM 3,0,905,,,,,,
20-Oct-24,RM 3,13,892,,,,,,
21-Oct-24,RM 3,12,880,,,,,,
22-Oct-24,RM 3,12,868,,,,,,
23-Oct-24,RM 3,19,849,,,,,,
24-Oct-24,RM 3,1,848,,,,,,
25-Oct-24,RM 3,20,828,,,,,,
26-Oct-24,RM 3,9,819,,,,,,
27-Oct-24,RM 3,8,811,,,,,,
28-Oct-24,RM 3,12,799,,,,,,
29-Oct-24,RM 3,10,789,,,,,,
30-Oct-24,RM 3,4,785,,,,,,
31-Oct-24,RM 3,5,780,,,,,,
1-Nov-24,RM 3,24,756,,,,,,
2-Nov-24,RM 3,4,752,,,,,,
3-Nov-24,RM 3,13,739,,,,,,
4-Nov-24,RM 3,9,730,,,,,,
5-Nov-24,RM 3,12,718,,,,,,
6-Nov-24,RM 3,23,695,,,,,,
7-Nov-24,RM 3,11,684,,,,,,
8-Nov-24,RM 3,7,677,,,,,,
9-Nov-24,RM 3,0,677,,,,,,
10-Nov-24,RM 3,22,655,,,,,,
11-Nov-24,RM 3,31,624,,,,,,
12-Nov-24,RM 3,8,616,,,,,,
13-Nov-24,RM 3,5,611,,,,,,
14-Nov-24,RM 3,9,602,,,,,,
15-Nov-24,RM 3,0,602,,,,,,
16-Nov-24,RM 3,17,585,,,,,,
17-Nov-24,RM 3,13,572,,,,,,
18-Nov-24,RM 3,15,557,,,,,,
19-Nov-24,RM 3,7,550,,,,,,
20-Nov-24,RM 3,17,533,,,,,,
21-Nov-24,RM 3,17,516,,,,,,
22-Nov-24,RM 3,14,502,,,,,,
23-Nov-24,RM 3,13,489,,,,,,
24-Nov-24,RM 3,10,479,,,,,,
25-Nov-24,RM 3,23,456,,,,,,
26-Nov-24,RM 3,10,446,,,,,,
27-Nov-24,RM 3,10,436,,,,,,
28-Nov-24,RM 3,10,426,,,,,,
29-Nov-24,RM 3,6,420,,,,,,
30-Nov-24,RM 3,14,406,,,,,,
1-Dec-24,RM 3,6,400,,,,,,
2-Dec-24,RM 3,14,386,,,,,,
3-Dec-24,RM 3,1,385,,,,,,
4-Dec-24,RM 3,8,377,,,,,,
5-Dec-24,RM 3,14,363,,,,,,
6-Dec-24,RM 3,10,353,,,,,,
7-Dec-24,RM 3,13,340,,,,,,
8-Dec-24,RM 3,14,326,,,,,,
9-Dec-24,RM 3,18,308,,,,,,
29-Dec-24,RM 3,19,777,,,,,,
30-Dec-24,RM 3,15,762,,,,,,
31-Dec-24,RM 3,11,751,,,,,,
1-Jan-22,RM 2,21,1127,,,,,,
2-Jan-22,RM 2,16,1111,,,,,,
3-Jan-22,RM 2,12,1099,,,,,,
4-Jan-22,RM 2,5,1094,,,,,,
5-Jan-22,RM 2,5,1089,,,,,,
6-Jan-22,RM 2,13,1076,,,,,,
7-Jan-22,RM 2,11,1065,,,,,,
8-Jan-22,RM 2,2,1063,,,,,,
9-Jan-22,RM 2,22,1041,,,,,,
10-Jan-22,RM 2,10,1031,,,,,,
11-Jan-22,RM 2,18,1013,,,,,,
12-Jan-22,RM 2,13,1000,,,,,,
13-Jan-22,RM 2,11,989,,,,,,
14-Jan-22,RM 2,22,967,,,,,,
15-Jan-22,RM 2,13,954,,,,,,
16-Jan-22,RM 2,2,952,,,,,,
17-Jan-22,RM 2,14,938,,,,,,
18-Jan-22,RM 2,15,923,,,,,,
19-Jan-22,RM 2,14,909,,,,,,
20-Jan-22,RM 2,3,906,,,,,,
21-Jan-22,RM 2,11,895,,,,,,
22-Jan-22,RM 2,9,886,,,,,,
23-Jan-22,RM 2,7,879,,,,,,
24-Jan-22,RM 2,8,871,,,,,,
25-Jan-22,RM 2,14,857,,,,,,
26-Jan-22,RM 2,8,849,,,,,,
27-Jan-22,RM 2,12,837,,,,,,
28-Jan-22,RM 2,14,823,,,,,,
29-Jan-22,RM 2,0,823,,,,,,
30-Jan-22,RM 2,15,808,,,,,,
31-Jan-22,RM 2,22,786,,,,,,
1-Feb-22,RM 2,17,769,,,,,,
2-Feb-22,RM 2,7,762,,,,,,
3-Feb-22,RM 2,11,751,,,,,,
4-Feb-22,RM 2,8,743,,,,,,
5-Feb-22,RM 2,11,732,,,,,,
6-Feb-22,RM 2,14,718,,,,,,
7-Feb-22,RM 2,14,704,,,,,,
8-Feb-22,RM 2,13,691,,,,,,
9-Feb-22,RM 2,18,673,,,,,,
10-Feb-22,RM 2,11,662,,,,,,
11-Feb-22,RM 2,16,646,,,,,,
12-Feb-22,RM 2,6,640,,,,,,
13-Feb-22,RM 2,13,627,,,,,,
14-Feb-22,RM 2,7,620,,,,,,
15-Feb-22,RM 2,17,603,,,,,,
16-Feb-22,RM 2,17,586,,,,,,
17-Feb-22,RM 2,22,564,,,,,,
18-Feb-22,RM 2,21,543,,,,,,
19-Feb-22,RM 2,13,530,,,,,,
20-Feb-22,RM 2,7,523,,,,,,
21-Feb-22,RM 2,24,499,,,,,,
22-Feb-22,RM 2,10,489,,,,,,
23-Feb-22,RM 2,16,473,,,,,,
24-Feb-22,RM 2,18,455,,,,,,
25-Feb-22,RM 2,12,443,,,,,,
26-Feb-22,RM 2,9,434,,,,,,
27-Feb-22,RM 2,10,424,,,,,,
28-Feb-22,RM 2,23,401,,,,,,
1-Mar-22,RM 2,14,387,,,,,,
2-Mar-22,RM 2,9,378,,,,,,
3-Mar-22,RM 2,22,356,,,,,,
4-Mar-22,RM 2,19,337,,,,,,
5-Mar-22,RM 2,12,325,,,,,,
6-Mar-22,RM 2,5,320,,,,,,
7-Mar-22,RM 2,11,309,,,,,,
8-Mar-22,RM 2,2,307,,,,,,
23-Mar-22,RM 2,15,930,,,,,,
24-Mar-22,RM 2,20,910,,,,,,
25-Mar-22,RM 2,0,910,,,,,,
26-Mar-22,RM 2,15,895,,,,,,
27-Mar-22,RM 2,14,881,,,,,,
28-Mar-22,RM 2,9,872,,,,,,
29-Mar-22,RM 2,14,858,,,,,,
30-Mar-22,RM 2,8,850,,,,,,
31-Mar-22,RM 2,17,833,,,,,,
1-Apr-22,RM 2,14,819,,,,,,
2-Apr-22,RM 2,26,793,,,,,,
3-Apr-22,RM 2,10,783,,,,,,
4-Apr-22,RM 2,4,779,,,,,,
5-Apr-22,RM 2,0,779,,,,,,
6-Apr-22,RM 2,17,762,,,,,,
7-Apr-22,RM 2,18,744,,,,,,
8-Apr-22,RM 2,7,737,,,,,,
9-Apr-22,RM 2,22,715,,,,,,
10-Apr-22,RM 2,25,690,,,,,,
11-Apr-22,RM 2,5,685,,,,,,
12-Apr-22,RM 2,16,669,,,,,,
13-Apr-22,RM 2,11,658,,,,,,
14-Apr-22,RM 2,17,641,,,,,,
15-Apr-22,RM 2,7,634,,,,,,
16-Apr-22,RM 2,21,613,,,,,,
17-Apr-22,RM 2,5,608,,,,,,
18-Apr-22,RM 2,5,603,,,,,,
19-Apr-22,RM 2,25,578,,,,,,
20-Apr-22,RM 2,19,559,,,,,,
21-Apr-22,RM 2,7,552,,,,,,
22-Apr-22,RM 2,5,547,,,,,,
23-Apr-22,RM 2,17,530,,,,,,
24-Apr-22,RM 2,6,524,,,,,,
25-Apr-22,RM 2,16,508,,,,,,
26-Apr-22,RM 2,3,505,,,,,,
27-Apr-22,RM 2,5,500,,,,,,
28-Apr-22,RM 2,11,489,,,,,,
29-Apr-22,RM 2,12,477,,,,,,
30-Apr-22,RM 2,6,471,,,,,,
1-May-22,RM 2,14,457,,,,,,
2-May-22,RM 2,8,449,,,,,,
3-May-22,RM 2,17,432,,,,,,
4-May-22,RM 2,14,418,,,,,,
5-May-22,RM 2,14,404,,,,,,
6-May-22,RM 2,15,389,,,,,,
7-May-22,RM 2,7,382,,,,,,
8-May-22,RM 2,14,368,,,,,,
9-May-22,RM 2,24,344,,,,,,
10-May-22,RM 2,12,332,,,,,,
11-May-22,RM 2,9,323,,,,,,
12-May-22,RM 2,5,318,,,,,,
29-May-22,RM 2,0,848,,,,,,
30-May-22,RM 2,14,834,,,,,,
31-May-22,RM 2,0,834,,,,,,
1-Jun-22,RM 2,6,828,,,,,,
2-Jun-22,RM 2,18,810,,,,,,
3-Jun-22,RM 2,16,794,,,,,,
4-Jun-22,RM 2,20,774,,,,,,
5-Jun-22,RM 2,8,766,,,,,,
6-Jun-22,RM 2,6,760,,,,,,
7-Jun-22,RM 2,17,743,,,,,,
8-Jun-22,RM 2,6,737,,,,,,
9-Jun-22,RM 2,7,730,,,,,,
10-Jun-22,RM 2,22,708,,,,,,
11-Jun-22,RM 2,24,684,,,,,,
12-Jun-22,RM 2,8,676,,,,,,
13-Jun-22,RM 2,15,661,,,,,,
14-Jun-22,RM 2,0,661,,,,,,
15-Jun-22,RM 2,2,659,,,,,,
16-Jun-22,RM 2,16,643,,,,,,
17-Jun-22,RM 2,3,640,,,,,,
18-Jun-22,RM 2,16,624,,,,,,
19-Jun-22,RM 2,9,615,,,,,,
20-Jun-22,RM 2,13,602,,,,,,
21-Jun-22,RM 2,15,587,,,,,,
22-Jun-22,RM 2,7,580,,,,,,
23-Jun-22,RM 2,17,563,,,,,,
24-Jun-22,RM 2,3,560,,,,,,
25-Jun-22,RM 2,8,552,,,,,,
26-Jun-22,RM 2,8,544,,,,,,
27-Jun-22,RM 2,13,531,,,,,,
28-Jun-22,RM 2,8,523,,,,,,
29-Jun-22,RM 2,19,504,,,,,,
30-Jun-22,RM 2,10,494,,,,,,
1-Jul-22,RM 2,5,489,,,,,,
2-Jul-22,RM 2,2,487,,,,,,
3-Jul-22,RM 2,29,458,,,,,,
4-Jul-22,RM 2,7,451,,,,,,
5-Jul-22,RM 2,22,429,,,,,,
6-Jul-22,RM 2,11,418,,,,,,
7-Jul-22,RM 2,5,413,,,,,,
8-Jul-22,RM 2,23,390,,,,,,
9-Jul-22,RM 2,15,375,,,,,,
10-Jul-22,RM 2,11,364,,,,,,
11-Jul-22,RM 2,10,354,,,,,,
12-Jul-22,RM 2,15,339,,,,,,
13-Jul-22,RM 2,22,317,,,,,,
14-Jul-22,RM 2,3,314,,,,,,
15-Jul-22,RM 2,2,312,,,,,,
16-Jul-22,RM 2,6,306,,,,,,
30-Jul-22,RM 2,12,1040,,,,,,
31-Jul-22,RM 2,15,1025,,,,,,
1-Aug-22,RM 2,6,1019,,,,,,
2-Aug-22,RM 2,16,1003,,,,,,
3-Aug-22,RM 2,20,983,,,,,,
4-Aug-22,RM 2,12,971,,,,,,
5-Aug-22,RM 2,13,958,,,,,,
6-Aug-22,RM 2,9,949,,,,,,
7-Aug-22,RM 2,10,939,,,,,,
8-Aug-22,RM 2,0,939,,,,,,
9-Aug-22,RM 2,10,929,,,,,,
10-Aug-22,RM 2,0,929,,,,,,
11-Aug-22,RM 2,10,919,,,,,,
12-Aug-22,RM 2,0,919,,,,,,
13-Aug-22,RM 2,22,897,,,,,,
14-Aug-22,RM 2,19,878,,,,,,
15-Aug-22,RM 2,15,863,,,,,,
16-Aug-22,RM 2,0,863,,,,,,
17-Aug-22,RM 2,7,856,,,,,,
18-Aug-22,RM 2,19,837,,,,,,
19-Aug-22,RM 2,4,833,,,,,,
20-Aug-22,RM 2,14,819,,,,,,
21-Aug-22,RM 2,9,810,,,,,,
22-Aug-22,RM 2,8,802,,,,,,
23-Aug-22,RM 2,16,786,,,,,,
24-Aug-22,RM 2,8,778,,,,,,
25-Aug-22,RM 2,12,766,,,,,,
26-Aug-22,RM 2,4,762,,,,,,
27-Aug-22,RM 2,20,742,,,,,,
28-Aug-22,RM 2,23,719,,,,,,
29-Aug-22,RM 2,11,708,,,,,,
30-Aug-22,RM 2,16,692,,,,,,
31-Aug-22,RM 2,6,686,,,,,,
1-Sep-22,RM 2,2,684,,,,,,
2-Sep-22,RM 2,6,678,,,,,,
3-Sep-22,RM 2,14,664,,,,,,
4-Sep-22,RM 2,7,657,,,,,,
5-Sep-22,RM 2,5,652,,,,,,
6-Sep-22,RM 2,12,640,,,,,,
7-Sep-22,RM 2,0,640,,,,,,
8-Sep-22,RM 2,6,634,,,,,,
9-Sep-22,RM 2,17,617,,,,,,
10-Sep-22,RM 2,1,616,,,,,,
11-Sep-22,RM 2,15,601,,,,,,
12-Sep-22,RM 2,14,587,,,,,,
13-Sep-22,RM 2,19,568,,,,,,
14-Sep-22,RM 2,8,560,,,,,,
15-Sep-22,RM 2,8,552,,,,,,
16-Sep-22,RM 2,12,540,,,,,,
17-Sep-22,RM 2,18,522,,,,,,
18-Sep-22,RM 2,18,504,,,,,,
19-Sep-22,RM 2,7,497,,,,,,
20-Sep-22,RM 2,16,481,,,,,,
21-Sep-22,RM 2,19,462,,,,,,
22-Sep-22,RM 2,17,445,,,,,,
23-Sep-22,RM 2,17,428,,,,,,
24-Sep-22,RM 2,18,410,,,,,,
25-Sep-22,RM 2,7,403,,,,,,
26-Sep-22,RM 2,11,392,,,,,,
27-Sep-22,RM 2,17,375,,,,,,
28-Sep-22,RM 2,20,355,,,,,,
29-Sep-22,RM 2,15,340,,,,,,
30-Sep-22,RM 2,0,340,,,,,,
1-Oct-22,RM 2,7,333,,,,,,
2-Oct-22,RM 2,10,323,,,,,,
3-Oct-22,RM 2,11,312,,,,,,
4-Oct-22,RM 2,7,305,,,,,,
24-Oct-22,RM 2,6,918,,,,,,
25-Oct-22,RM 2,10,908,,,,,,
26-Oct-22,RM 2,12,896,,,,,,
27-Oct-22,RM 2,3,893,,,,,,
28-Oct-22,RM 2,10,883,,,,,,
29-Oct-22,RM 2,8,875,,,,,,
30-Oct-22,RM 2,5,870,,,,,,
31-Oct-22,RM 2,17,853,,,,,,
1-Nov-22,RM 2,13,840,,,,,,
2-Nov-22,RM 2,2,838,,,,,,
3-Nov-22,RM 2,1,837,,,,,,
4-Nov-22,RM 2,11,826,,,,,,
5-Nov-22,RM 2,18,808,,,,,,
6-Nov-22,RM 2,1,807,,,,,,
7-Nov-22,RM 2,0,807,,,,,,
8-Nov-22,RM 2,25,782,,,,,,
9-Nov-22,RM 2,5,777,,,,,,
10-Nov-22,RM 2,16,761,,,,,,
11-Nov-22,RM 2,24,737,,,,,,
12-Nov-22,RM 2,10,727,,,,,,
13-Nov-22,RM 2,11,716,,,,,,
14-Nov-22,RM 2,23,693,,,,,,
15-Nov-22,RM 2,16,677,,,,,,
16-Nov-22,RM 2,20,657,,,,,,
17-Nov-22,RM 2,14,643,,,,,,
18-Nov-22,RM 2,8,635,,,,,,
19-Nov-22,RM 2,16,619,,,,,,
20-Nov-22,RM 2,7,612,,,,,,
21-Nov-22,RM 2,18,594,,,,,,
22-Nov-22,RM 2,0,594,,,,,,
23-Nov-22,RM 2,8,586,,,,,,
24-Nov-22,RM 2,16,570,,,,,,
25-Nov-22,RM 2,18,552,,,,,,
26-Nov-22,RM 2,12,540,,,,,,
27-Nov-22,RM 2,11,529,,,,,,
28-Nov-22,RM 2,16,513,,,,,,
29-Nov-22,RM 2,17,496,,,,,,
30-Nov-22,RM 2,11,485,,,,,,
1-Dec-22,RM 2,10,475,,,,,,
2-Dec-22,RM 2,8,467,,,,,,
3-Dec-22,RM 2,13,454,,,,,,
4-Dec-22,RM 2,23,431,,,,,,
5-Dec-22,RM 2,6,425,,,,,,
6-Dec-22,RM 2,21,404,,,,,,
7-Dec-22,RM 2,21,383,,,,,,
8-Dec-22,RM 2,5,378,,,,,,
9-Dec-22,RM 2,12,366,,,,,,
10-Dec-22,RM 2,12,354,,,,,,
11-Dec-22,RM 2,13,341,,,,,,
12-Dec-22,RM 2,14,327,,,,,,
13-Dec-22,RM 2,9,318,,,,,,
14-Dec-22,RM 2,8,310,,,,,,
15-Dec-22,RM 2,10,300,,,,,,
3-Jan-23,RM 2,7,991,,,,,,
4-Jan-23,RM 2,23,968,,,,,,
5-Jan-23,RM 2,16,952,,,,,,
6-Jan-23,RM 2,17,935,,,,,,
7-Jan-23,RM 2,0,935,,,,,,
8-Jan-23,RM 2,12,923,,,,,,
9-Jan-23,RM 2,15,908,,,,,,
10-Jan-23,RM 2,11,897,,,,,,
11-Jan-23,RM 2,12,885,,,,,,
12-Jan-23,RM 2,12,873,,,,,,
13-Jan-23,RM 2,18,855,,,,,,
14-Jan-23,RM 2,17,838,,,,,,
15-Jan-23,RM 2,20,818,,,,,,
16-Jan-23,RM 2,9,809,,,,,,
17-Jan-23,RM 2,14,795,,,,,,
18-Jan-23,RM 2,10,785,,,,,,
19-Jan-23,RM 2,7,778,,,,,,
20-Jan-23,RM 2,15,763,,,,,,
21-Jan-23,RM 2,12,751,,,,,,
22-Jan-23,RM 2,17,734,,,,,,
23-Jan-23,RM 2,8,726,,,,,,
24-Jan-23,RM 2,23,703,,,,,,
25-Jan-23,RM 2,22,681,,,,,,
26-Jan-23,RM 2,16,665,,,,,,
27-Jan-23,RM 2,5,660,,,,,,
28-Jan-23,RM 2,16,644,,,,,,
29-Jan-23,RM 2,21,623,,,,,,
30-Jan-23,RM 2,20,603,,,,,,
31-Jan-23,RM 2,0,603,,,,,,
1-Feb-23,RM 2,15,588,,,,,,
2-Feb-23,RM 2,10,578,,,,,,
3-Feb-23,RM 2,4,574,,,,,,
4-Feb-23,RM 2,1,573,,,,,,
5-Feb-23,RM 2,2,571,,,,,,
6-Feb-23,RM 2,18,553,,,,,,
7-Feb-23,RM 2,7,546,,,,,,
8-Feb-23,RM 2,22,524,,,,,,
9-Feb-23,RM 2,17,507,,,,,,
10-Feb-23,RM 2,13,494,,,,,,
11-Feb-23,RM 2,8,486,,,,,,
12-Feb-23,RM 2,2,484,,,,,,
13-Feb-23,RM 2,4,480,,,,,,
14-Feb-23,RM 2,11,469,,,,,,
15-Feb-23,RM 2,8,461,,,,,,
16-Feb-23,RM 2,13,448,,,,,,
17-Feb-23,RM 2,24,424,,,,,,
18-Feb-23,RM 2,7,417,,,,,,
19-Feb-23,RM 2,9,408,,,,,,
20-Feb-23,RM 2,18,390,,,,,,
21-Feb-23,RM 2,5,385,,,,,,
22-Feb-23,RM 2,9,376,,,,,,
23-Feb-23,RM 2,1,375,,,,,,
24-Feb-23,RM 2,19,356,,,,,,
25-Feb-23,RM 2,10,346,,,,,,
26-Feb-23,RM 2,12,334,,,,,,
27-Feb-23,RM 2,15,319,,,,,,
28-Feb-23,RM 2,8,311,,,,,,
1-Mar-23,RM 2,7,304,,,,,,
