Month,Depot,SKU,Forecast,Validty,Product Category,Active
01-06-2025,Depot D,SKU-053,4799,Valid,Product A,Not Active
01-06-2025,Depot D,SKU-054,2269,Valid,Product A,Not Active
01-06-2025,Depot D,SKU-056,143,Valid,Product A,Not Active
01-06-2025,Depot D,SKU-057,54,Valid,Product A,Not Active
01-06-2025,Depot D,SKU-058,158,Valid,Product A,Not Active
01-06-2025,Depot D,SKU-097,4245,Valid,Product A,Active
01-06-2025,Depot D,SKU-098,1149,Valid,Product A,Active
01-06-2025,Depot D,SKU-103,753,Valid,Product A,Active
01-06-2025,Depot D,SKU-106,843,Valid,Product A,Active
01-06-2025,Depot D,SKU-109,1113,Valid,Product A,Active
01-06-2025,Depot D,SKU-110,226,Valid,Product A,Active
01-06-2025,Depot D,SKU-111,178,Valid,Product A,Active
01-06-2025,Depot D,SKU-112,1272,Valid,Product A,Active
01-06-2025,Depot D,SKU-113,174,Valid,Product A,Active
01-06-2025,Depot D,SKU-059,1000,Valid,Product A,Active
01-06-2025,Depot D,SKU-114,3390,Valid,Product A,Active
01-06-2025,Depot D,SKU-116,1080,Valid,Product A,Active
01-06-2025,Depot D,SKU-117,88,Valid,Product A,Active
01-06-2025,Depot D,SKU-195,320,Valid,Product A,Active
01-06-2025,Depot D,SKU-119,778,Valid,Product A,Active
01-06-2025,Depot D,SKU-120,199,Valid,Product A,Active
01-06-2025,Depot D,SKU-123,1909,Valid,Product A,Active
01-06-2025,Depot D,SKU-126,64,Valid,Product A,Active
01-06-2025,Depot D,SKU-130,32,Valid,Product A,Active
01-06-2025,Depot D,SKU-131,667,Valid,Product A,Active
01-06-2025,Depot D,SKU-133,142,Valid,Product A,Active
01-06-2025,Depot D,SKU-219,55,Valid,Product A,Active
01-06-2025,Depot D,SKU-197,121,Valid,Product A,Active
01-06-2025,Depot D,SKU-140,82,Valid,Product A,Active
01-06-2025,Depot D,SKU-142,23,Valid,Product A,Active
01-06-2025,Depot D,SKU-144,48,Valid,Product A,Active
01-06-2025,Depot D,SKU-146,63,Valid,Product A,Active
01-06-2025,Depot D,SKU-149,59,Valid,Product A,Active
01-06-2025,Depot D,SKU-151,17,Valid,Product A,Active
01-06-2025,Depot D,SKU-220,489,Valid,Product A,Active
01-06-2025,Depot D,SKU-155,107,Valid,Product A,Active
01-06-2025,Depot E,SKU-001,269219,Valid,Product A,Active
01-06-2025,Depot E,SKU-199,616,Valid,Product A,Active
01-06-2025,Depot E,SKU-221,11262,Valid,Product A,Active
01-06-2025,Depot E,SKU-002,25696,Valid,Product A,Active
01-06-2025,Depot E,SKU-003,6673,Valid,Product A,Active
01-06-2025,Depot E,SKU-202,7345,Valid,Product A,Active
01-06-2025,Depot E,SKU-222,638,Valid,Product A,Active
01-06-2025,Depot E,SKU-203,4382,Valid,Product A,Active
01-06-2025,Depot E,SKU-223,1467,Valid,Product A,Active
01-06-2025,Depot E,SKU-061,12512,Valid,Product A,Active
01-06-2025,Depot E,SKU-005,74797,Valid,Product A,Active
01-06-2025,Depot E,SKU-007,27521,Valid,Product A,Active
01-06-2025,Depot E,SKU-157,21807,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-008,30656,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-010,10431,Valid,Product A,Active
01-06-2025,Depot E,SKU-158,703,Valid,Product A,Active
01-06-2025,Depot E,SKU-159,1992,Valid,Product A,Active
01-06-2025,Depot E,SKU-011,11210,Valid,Product A,Active
01-06-2025,Depot E,SKU-012,221,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-015,4339,Valid,Product A,Active
01-06-2025,Depot E,SKU-016,590336,Valid,Product A,Active
01-06-2025,Depot E,SKU-017,16298,Valid,Product A,Active
01-06-2025,Depot E,SKU-064,837,Valid,Product A,Active
01-06-2025,Depot E,SKU-018,65578,Valid,Product A,Active
01-06-2025,Depot E,SKU-210,1384,Valid,Product A,Active
01-06-2025,Depot E,SKU-020,38761,Valid,Product A,Active
01-06-2025,Depot E,SKU-021,8450,Valid,Product A,Active
01-06-2025,Depot E,SKU-022,52450,Valid,Product A,Active
01-06-2025,Depot E,SKU-068,1716,Valid,Product A,Active
01-06-2025,Depot E,SKU-069,562,Valid,Product A,Active
01-06-2025,Depot E,SKU-024,63711,Valid,Product A,Active
01-06-2025,Depot E,SKU-025,381,Valid,Product A,Active
01-06-2025,Depot E,SKU-224,267,Valid,Product A,Active
01-06-2025,Depot E,SKU-072,862,Valid,Product A,Active
01-06-2025,Depot E,SKU-073,1075,Valid,Product A,Active
01-06-2025,Depot E,SKU-162,1073,Valid,Product A,Active
01-06-2025,Depot E,SKU-163,1535,Valid,Product A,Active
01-06-2025,Depot E,SKU-077,231,Valid,Product A,Active
01-06-2025,Depot E,SKU-082,660,Valid,Product A,Active
01-06-2025,Depot E,SKU-085,3084,Valid,Product A,Active
01-06-2025,Depot E,SKU-026,6952,Valid,Product A,Active
01-06-2025,Depot E,SKU-027,3764,Valid,Product A,Active
01-06-2025,Depot E,SKU-028,30176,Valid,Product A,Active
01-06-2025,Depot E,SKU-029,7233,Valid,Product A,Active
01-06-2025,Depot E,SKU-030,64538,Valid,Product A,Active
01-06-2025,Depot E,SKU-031,2654,Valid,Product A,Active
01-06-2025,Depot E,SKU-032,33657,Valid,Product A,Active
01-06-2025,Depot E,SKU-033,9115,Valid,Product A,Active
01-06-2025,Depot E,SKU-034,6812,Valid,Product A,Active
01-06-2025,Depot E,SKU-089,1114,Valid,Product A,Active
01-06-2025,Depot E,SKU-035,2568,Valid,Product A,Active
01-06-2025,Depot E,SKU-036,2987,Valid,Product A,Active
01-06-2025,Depot E,SKU-037,17028,Valid,Product A,Active
01-06-2025,Depot E,SKU-038,10949,Valid,Product A,Active
01-06-2025,Depot E,SKU-039,1197,Valid,Product A,Active
01-06-2025,Depot E,SKU-040,1628,Valid,Product A,Active
01-06-2025,Depot E,SKU-091,864,Valid,Product A,Active
01-06-2025,Depot E,SKU-041,219,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-042,795,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-043,373,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-044,1342,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-045,393,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-047,621,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-050,930,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-051,2195,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-052,1209,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-053,1791,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-054,489,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-056,1793,Valid,Product A,Not Active
01-06-2025,Depot E,SKU-097,2537,Valid,Product A,Active
01-06-2025,Depot E,SKU-106,55,Valid,Product A,Active
01-06-2025,Depot E,SKU-189,209,Valid,Product A,Active
01-06-2025,Depot E,SKU-059,16125,Valid,Product A,Active
01-06-2025,Depot E,SKU-114,61563,Valid,Product A,Active
01-06-2025,Depot E,SKU-115,565,Valid,Product A,Active
01-06-2025,Depot E,SKU-116,1853,Valid,Product A,Active
01-06-2025,Depot E,SKU-117,164,Valid,Product A,Active
01-06-2025,Depot E,SKU-194,1114,Valid,Product A,Active
01-06-2025,Depot E,SKU-195,26748,Valid,Product A,Active
01-06-2025,Depot E,SKU-196,1576,Valid,Product A,Active
01-06-2025,Depot E,SKU-120,14022,Valid,Product A,Active
01-06-2025,Depot E,SKU-122,3009,Valid,Product A,Active
01-06-2025,Depot E,SKU-123,9144,Valid,Product A,Active
01-06-2025,Depot E,SKU-225,811,Valid,Product A,Active
01-06-2025,Depot E,SKU-126,1525,Valid,Product A,Active
01-06-2025,Depot E,SKU-128,1065,Valid,Product A,Active
01-06-2025,Depot E,SKU-130,292,Valid,Product A,Active
01-06-2025,Depot E,SKU-060,5759,Valid,Product A,Active
01-06-2025,Depot E,SKU-131,27242,Valid,Product A,Active
01-06-2025,Depot E,SKU-132,160,Valid,Product A,Active
01-06-2025,Depot E,SKU-133,347,Valid,Product A,Active
01-06-2025,Depot E,SKU-197,561,Valid,Product A,Active
01-06-2025,Depot E,SKU-226,1147,Valid,Product A,Active
01-06-2025,Depot E,SKU-198,1730,Valid,Product A,Active
01-06-2025,Depot E,SKU-139,572,Valid,Product A,Active
01-06-2025,Depot E,SKU-140,3670,Valid,Product A,Active
01-06-2025,Depot E,SKU-141,1111,Valid,Product A,Active
01-06-2025,Depot E,SKU-142,6152,Valid,Product A,Active
01-06-2025,Depot E,SKU-143,376,Valid,Product A,Active
01-06-2025,Depot E,SKU-144,1788,Valid,Product A,Active
01-06-2025,Depot E,SKU-145,2782,Valid,Product A,Active
01-06-2025,Depot E,SKU-146,17335,Valid,Product A,Active
01-06-2025,Depot E,SKU-227,66,Valid,Product A,Active
01-06-2025,Depot E,SKU-147,3074,Valid,Product A,Active
01-06-2025,Depot E,SKU-148,2142,Valid,Product A,Active
01-06-2025,Depot E,SKU-149,6384,Valid,Product A,Active
01-06-2025,Depot E,SKU-152,35,Valid,Product A,Active
01-06-2025,Depot E,SKU-153,436,Valid,Product A,Active
01-06-2025,Depot E,SKU-154,402,Valid,Product A,Active
01-06-2025,Depot E,SKU-155,1246,Valid,Product A,Active
01-06-2025,Depot F,SKU-001,104540,Valid,Product A,Active
01-06-2025,Depot F,SKU-199,1448,Valid,Product A,Active
01-06-2025,Depot F,SKU-002,2240,Valid,Product A,Active
01-06-2025,Depot F,SKU-003,6900,Valid,Product A,Active
01-06-2025,Depot F,SKU-202,717,Valid,Product A,Active
01-06-2025,Depot F,SKU-203,497,Valid,Product A,Active
01-06-2025,Depot F,SKU-204,5362,Valid,Product A,Active
01-06-2025,Depot F,SKU-061,1877,Valid,Product A,Active
01-06-2025,Depot F,SKU-005,1413,Valid,Product A,Active
01-06-2025,Depot F,SKU-007,6613,Valid,Product A,Active
01-06-2025,Depot F,SKU-157,13494,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-008,23020,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-010,581,Valid,Product A,Active
01-06-2025,Depot F,SKU-012,11524,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-015,952,Valid,Product A,Active
01-06-2025,Depot F,SKU-016,79029,Valid,Product A,Active
01-06-2025,Depot F,SKU-017,3999,Valid,Product A,Active
01-06-2025,Depot F,SKU-018,9920,Valid,Product A,Active
01-06-2025,Depot F,SKU-020,10661,Valid,Product A,Active
01-06-2025,Depot F,SKU-021,5488,Valid,Product A,Active
01-06-2025,Depot F,SKU-022,5115,Valid,Product A,Active
01-06-2025,Depot F,SKU-068,177,Valid,Product A,Active
01-06-2025,Depot F,SKU-024,16877,Valid,Product A,Active
01-06-2025,Depot F,SKU-025,601,Valid,Product A,Active
01-06-2025,Depot F,SKU-162,1018,Valid,Product A,Active
01-06-2025,Depot F,SKU-163,1157,Valid,Product A,Active
01-06-2025,Depot F,SKU-082,610,Valid,Product A,Active
01-06-2025,Depot F,SKU-026,2927,Valid,Product A,Active
01-06-2025,Depot F,SKU-027,2335,Valid,Product A,Active
01-06-2025,Depot F,SKU-028,6417,Valid,Product A,Active
01-06-2025,Depot F,SKU-029,4250,Valid,Product A,Active
01-06-2025,Depot F,SKU-030,2660,Valid,Product A,Active
01-06-2025,Depot F,SKU-031,2171,Valid,Product A,Active
01-06-2025,Depot F,SKU-032,1819,Valid,Product A,Active
01-06-2025,Depot F,SKU-033,5418,Valid,Product A,Active
01-06-2025,Depot F,SKU-034,2016,Valid,Product A,Active
01-06-2025,Depot F,SKU-089,657,Valid,Product A,Active
01-06-2025,Depot F,SKU-035,1058,Valid,Product A,Active
01-06-2025,Depot F,SKU-036,1165,Valid,Product A,Active
01-06-2025,Depot F,SKU-037,2907,Valid,Product A,Active
01-06-2025,Depot F,SKU-038,4095,Valid,Product A,Active
01-06-2025,Depot F,SKU-041,427,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-042,471,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-043,1341,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-044,2292,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-046,474,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-047,713,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-049,144,Valid,Product A,Not Active
01-06-2025,Depot F,SKU-059,4330,Valid,Product A,Active
01-06-2025,Depot F,SKU-114,13854,Valid,Product A,Active
01-06-2025,Depot F,SKU-115,252,Valid,Product A,Active
01-06-2025,Depot F,SKU-116,1484,Valid,Product A,Active
01-06-2025,Depot F,SKU-194,1629,Valid,Product A,Active
01-06-2025,Depot F,SKU-195,3759,Valid,Product A,Active
01-06-2025,Depot F,SKU-196,291,Valid,Product A,Active
01-06-2025,Depot F,SKU-120,2290,Valid,Product A,Active
01-06-2025,Depot F,SKU-123,8197,Valid,Product A,Active
01-06-2025,Depot F,SKU-126,660,Valid,Product A,Active
01-06-2025,Depot F,SKU-060,1447,Valid,Product A,Active
01-06-2025,Depot F,SKU-131,3556,Valid,Product A,Active
01-06-2025,Depot F,SKU-133,682,Valid,Product A,Active
01-06-2025,Depot F,SKU-197,537,Valid,Product A,Active
01-06-2025,Depot F,SKU-198,539,Valid,Product A,Active
01-06-2025,Depot F,SKU-139,552,Valid,Product A,Active
01-06-2025,Depot F,SKU-140,954,Valid,Product A,Active
01-06-2025,Depot F,SKU-141,272,Valid,Product A,Active
01-06-2025,Depot F,SKU-142,1070,Valid,Product A,Active
01-06-2025,Depot F,SKU-143,423,Valid,Product A,Active
01-06-2025,Depot F,SKU-144,572,Valid,Product A,Active
01-06-2025,Depot F,SKU-145,305,Valid,Product A,Active
01-06-2025,Depot F,SKU-146,1746,Valid,Product A,Active
01-06-2025,Depot F,SKU-147,296,Valid,Product A,Active
01-06-2025,Depot F,SKU-148,221,Valid,Product A,Active
01-06-2025,Depot F,SKU-149,934,Valid,Product A,Active
01-06-2025,Depot F,SKU-153,91,Valid,Product A,Active
01-06-2025,Depot F,SKU-155,157,Valid,Product A,Active
01-06-2025,Depot G,SKU-001,13257,Valid,Product A,Active
01-06-2025,Depot G,SKU-002,111,Valid,Product A,Active
01-06-2025,Depot G,SKU-003,67,Valid,Product A,Active
01-06-2025,Depot G,SKU-004,220,Valid,Product A,Active
01-06-2025,Depot G,SKU-204,133,Valid,Product A,Active
01-06-2025,Depot G,SKU-005,409,Valid,Product A,Active
01-06-2025,Depot G,SKU-007,1855,Valid,Product A,Active
01-06-2025,Depot G,SKU-228,16849,Valid,Product A,Active
01-06-2025,Depot G,SKU-008,6500,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-009,11546,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-010,103,Valid,Product A,Active
01-06-2025,Depot G,SKU-011,186,Valid,Product A,Active
01-06-2025,Depot G,SKU-014,576,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-016,21866,Valid,Product A,Active
01-06-2025,Depot G,SKU-017,626,Valid,Product A,Active
01-06-2025,Depot G,SKU-064,90,Valid,Product A,Active
01-06-2025,Depot G,SKU-018,1559,Valid,Product A,Active
01-06-2025,Depot G,SKU-019,296,Valid,Product A,Active
01-06-2025,Depot G,SKU-020,339,Valid,Product A,Active
01-06-2025,Depot G,SKU-021,2336,Valid,Product A,Active
01-06-2025,Depot G,SKU-022,1395,Valid,Product A,Active
01-06-2025,Depot G,SKU-024,2274,Valid,Product A,Active
01-06-2025,Depot G,SKU-025,1016,Valid,Product A,Active
01-06-2025,Depot G,SKU-073,53,Valid,Product A,Active
01-06-2025,Depot G,SKU-161,211,Valid,Product A,Active
01-06-2025,Depot G,SKU-162,79,Valid,Product A,Active
01-06-2025,Depot G,SKU-026,245,Valid,Product A,Active
01-06-2025,Depot G,SKU-027,800,Valid,Product A,Active
01-06-2025,Depot G,SKU-028,230,Valid,Product A,Active
01-06-2025,Depot G,SKU-029,436,Valid,Product A,Active
01-06-2025,Depot G,SKU-030,239,Valid,Product A,Active
01-06-2025,Depot G,SKU-031,468,Valid,Product A,Active
01-06-2025,Depot G,SKU-032,122,Valid,Product A,Active
01-06-2025,Depot G,SKU-033,692,Valid,Product A,Active
01-06-2025,Depot G,SKU-034,219,Valid,Product A,Active
01-06-2025,Depot G,SKU-089,188,Valid,Product A,Active
01-06-2025,Depot G,SKU-037,794,Valid,Product A,Active
01-06-2025,Depot G,SKU-038,529,Valid,Product A,Active
01-06-2025,Depot G,SKU-091,110,Valid,Product A,Active
01-06-2025,Depot G,SKU-041,114,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-042,120,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-043,157,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-044,201,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-045,146,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-047,120,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-049,30,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-050,309,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-051,285,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-052,181,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-053,224,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-054,254,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-056,177,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-058,12,Valid,Product A,Not Active
01-06-2025,Depot G,SKU-114,12425,Valid,Product A,Active
01-06-2025,Depot G,SKU-116,1661,Valid,Product A,Active
01-06-2025,Depot G,SKU-117,693,Valid,Product A,Active
01-06-2025,Depot G,SKU-195,3282,Valid,Product A,Active
01-06-2025,Depot G,SKU-119,1008,Valid,Product A,Active
01-06-2025,Depot G,SKU-120,128,Valid,Product A,Active
01-06-2025,Depot G,SKU-123,2397,Valid,Product A,Active
01-06-2025,Depot G,SKU-126,205,Valid,Product A,Active
01-06-2025,Depot G,SKU-131,2965,Valid,Product A,Active
01-06-2025,Depot G,SKU-133,701,Valid,Product A,Active
01-06-2025,Depot G,SKU-136,88,Valid,Product A,Active
01-06-2025,Depot G,SKU-219,41,Valid,Product A,Active
01-06-2025,Depot G,SKU-140,1229,Valid,Product A,Active
01-06-2025,Depot G,SKU-142,884,Valid,Product A,Active
01-06-2025,Depot G,SKU-144,449,Valid,Product A,Active
01-06-2025,Depot G,SKU-146,807,Valid,Product A,Active
01-06-2025,Depot G,SKU-149,280,Valid,Product A,Active
01-06-2025,Depot G,SKU-153,201,Valid,Product A,Active
01-06-2025,Depot G,SKU-155,676,Valid,Product A,Active
01-06-2025,Depot H,SKU-001,15465,Valid,Product A,Active
01-06-2025,Depot H,SKU-204,477,Valid,Product A,Active
01-06-2025,Depot H,SKU-005,1057,Valid,Product A,Active
01-06-2025,Depot H,SKU-007,3073,Valid,Product A,Active
01-06-2025,Depot H,SKU-229,3403,Valid,Product A,Active
01-06-2025,Depot H,SKU-063,1388,Valid,Product A,Not Active
01-06-2025,Depot H,SKU-008,2096,Valid,Product A,Not Active
01-06-2025,Depot H,SKU-009,23846,Valid,Product A,Not Active
01-06-2025,Depot H,SKU-010,137,Valid,Product A,Active
01-06-2025,Depot H,SKU-015,404,Valid,Product A,Active
01-06-2025,Depot H,SKU-016,17536,Valid,Product A,Active
01-06-2025,Depot H,SKU-017,308,Valid,Product A,Active
01-06-2025,Depot H,SKU-064,29,Valid,Product A,Active
01-06-2025,Depot H,SKU-018,6026,Valid,Product A,Active
01-06-2025,Depot H,SKU-020,1155,Valid,Product A,Active
01-06-2025,Depot H,SKU-021,1194,Valid,Product A,Active
01-06-2025,Depot H,SKU-022,221,Valid,Product A,Active
01-06-2025,Depot H,SKU-230,20,Valid,Product A,Active
01-06-2025,Depot H,SKU-069,31,Valid,Product A,Active
01-06-2025,Depot H,SKU-024,3997,Valid,Product A,Active
01-06-2025,Depot H,SKU-025,369,Valid,Product A,Active
01-06-2025,Depot H,SKU-073,165,Valid,Product A,Active
01-06-2025,Depot H,SKU-161,48,Valid,Product A,Active
01-06-2025,Depot H,SKU-162,125,Valid,Product A,Active
01-06-2025,Depot H,SKU-026,118,Valid,Product A,Active
01-06-2025,Depot H,SKU-027,535,Valid,Product A,Active
01-06-2025,Depot H,SKU-028,906,Valid,Product A,Active
01-06-2025,Depot H,SKU-029,679,Valid,Product A,Active
01-06-2025,Depot H,SKU-030,237,Valid,Product A,Active
01-06-2025,Depot H,SKU-031,186,Valid,Product A,Active
01-06-2025,Depot H,SKU-032,952,Valid,Product A,Active
01-06-2025,Depot H,SKU-033,1879,Valid,Product A,Active
01-06-2025,Depot H,SKU-034,208,Valid,Product A,Active
01-06-2025,Depot H,SKU-089,324,Valid,Product A,Active
01-06-2025,Depot H,SKU-036,150,Valid,Product A,Active
01-06-2025,Depot H,SKU-037,933,Valid,Product A,Active
01-06-2025,Depot H,SKU-038,623,Valid,Product A,Active
01-06-2025,Depot H,SKU-040,59,Valid,Product A,Active
01-06-2025,Depot H,SKU-091,123,Valid,Product A,Active
01-06-2025,Depot H,SKU-050,345,Valid,Product A,Not Active
01-06-2025,Depot H,SKU-053,808,Valid,Product A,Not Active
01-06-2025,Depot H,SKU-054,31,Valid,Product A,Not Active
01-06-2025,Depot H,SKU-056,229,Valid,Product A,Not Active
01-06-2025,Depot H,SKU-058,110,Valid,Product A,Not Active
01-06-2025,Depot H,SKU-059,3867,Valid,Product A,Active
01-06-2025,Depot H,SKU-114,3805,Valid,Product A,Active
01-06-2025,Depot H,SKU-115,148,Valid,Product A,Active
01-06-2025,Depot H,SKU-116,220,Valid,Product A,Active
01-06-2025,Depot H,SKU-194,400,Valid,Product A,Active
01-06-2025,Depot H,SKU-195,339,Valid,Product A,Active
01-06-2025,Depot H,SKU-196,259,Valid,Product A,Active
01-06-2025,Depot H,SKU-120,239,Valid,Product A,Active
01-06-2025,Depot H,SKU-122,231,Valid,Product A,Active
01-06-2025,Depot H,SKU-123,379,Valid,Product A,Active
01-06-2025,Depot H,SKU-060,784,Valid,Product A,Active
01-06-2025,Depot H,SKU-131,1023,Valid,Product A,Active
01-06-2025,Depot H,SKU-132,81,Valid,Product A,Active
01-06-2025,Depot H,SKU-133,158,Valid,Product A,Active
01-06-2025,Depot H,SKU-139,56,Valid,Product A,Active
01-06-2025,Depot H,SKU-140,193,Valid,Product A,Active
01-06-2025,Depot H,SKU-142,20,Valid,Product A,Active
01-06-2025,Depot H,SKU-144,629,Valid,Product A,Active
01-06-2025,Depot H,SKU-145,279,Valid,Product A,Active
01-06-2025,Depot H,SKU-146,290,Valid,Product A,Active
01-06-2025,Depot H,SKU-148,301,Valid,Product A,Active
01-06-2025,Depot H,SKU-149,281,Valid,Product A,Active
01-06-2025,Depot H,SKU-152,59,Valid,Product A,Active
01-06-2025,Depot H,SKU-153,34,Valid,Product A,Active
01-06-2025,Depot H,SKU-155,1158,Valid,Product A,Active
01-06-2025,Depot I,SKU-001,30024,Valid,Product A,Active
01-06-2025,Depot I,SKU-199,364,Valid,Product A,Active
01-06-2025,Depot I,SKU-002,721,Valid,Product A,Active
01-06-2025,Depot I,SKU-003,2332,Valid,Product A,Active
01-06-2025,Depot I,SKU-202,700,Valid,Product A,Active
01-06-2025,Depot I,SKU-203,2371,Valid,Product A,Active
01-06-2025,Depot I,SKU-204,813,Valid,Product A,Active
01-06-2025,Depot I,SKU-005,1076,Valid,Product A,Active
01-06-2025,Depot I,SKU-007,8852,Valid,Product A,Active
01-06-2025,Depot I,SKU-008,19694,Valid,Product A,Not Active
01-06-2025,Depot I,SKU-009,3664,Valid,Product A,Not Active
01-06-2025,Depot I,SKU-231,1778,Valid,Product A,Not Active
01-06-2025,Depot I,SKU-010,390,Valid,Product A,Active
01-06-2025,Depot I,SKU-011,470,Valid,Product A,Active
01-06-2025,Depot I,SKU-012,2075,Valid,Product A,Not Active
