Month,Depot,SKU,Product,Forecast,Accuracy
01-06-2025,Depot F,10731-WH,EWD,1941,83.12
01-06-2025,Depot F,10733-WH,EWD,131,75.36
01-06-2025,Depot F,10738-WH,EWD,371,82.61
01-06-2025,Depot F,10739-WH,EWD,2086,80.05
01-06-2025,Depot F,10741-WH,EWD,41,78.36
01-06-2025,Depot F,10801-WH,EWD,808,83.55
01-06-2025,Depot F,20101-WH,EWD,109871,78.84
01-06-2025,Depot F,20102-WH,EWD,3033,76.05
01-06-2025,Depot F,20103-WH,EWD,156,76.68
01-06-2025,Depot F,20121-WH,EWD,12205,80.02
01-06-2025,Depot F,20122-WH,EWD,258,81.4
01-06-2025,Depot F,20131-WH,EWD,7214,77.55
01-06-2025,Depot F,20144-WH,EWD,1573,75.74
01-06-2025,Depot F,20151-R,EWD,9762,80.99
01-06-2025,Depot F,20212-WH,EWD,319,75.37
01-06-2025,Depot F,20225-WH,EWD,105,75.51
01-06-2025,Depot F,20242-WH-I,EWD,11858,78.15
01-06-2025,Depot F,20251-WH,EWD,71,76.38
01-06-2025,Depot F,20431-WH,EWD,50,75.3
01-06-2025,Depot F,20432-WH,EWD,160,76.02
01-06-2025,Depot F,20433-WH,EWD,200,75.42
01-06-2025,Depot F,20435-WH,EWD,200,82.56
01-06-2025,Depot F,20436-WH,EWD,286,79.03
01-06-2025,Depot F,20446-WH,EWD,43,75.1
01-06-2025,Depot F,20506-FWH,EWD,123,79.71
01-06-2025,Depot F,20512-FWH-VS,EWD,574,81.32
01-06-2025,Depot F,20602-WH,EWD,1294,84.13
01-06-2025,Depot F,20602-WHC,EWD,701,76.87
01-06-2025,Depot F,20603-WH,EWD,5616,83.49
01-06-2025,Depot F,20603-WHC,EWD,1346,75.1
01-06-2025,Depot F,20604-WH,EWD,12012,82.46
01-06-2025,Depot F,20604-WHC,EWD,494,84.45
01-06-2025,Depot F,20606-WH,EWD,6264,77.17
01-06-2025,Depot F,20606-WHC,EWD,1696,80.7
01-06-2025,Depot F,20607-WH,EWD,1268,84.07
01-06-2025,Depot F,20607-WHC,EWD,207,82.73
01-06-2025,Depot F,20608-WH,EWD,478,76.28
01-06-2025,Depot F,20608-WHC,EWD,556,81.81
01-06-2025,Depot F,20612-WH,EWD,3169,76.87
01-06-2025,Depot F,20612-WHC,EWD,2038,77.31
01-06-2025,Depot F,20616-WH,EWD,223,83.93
01-06-2025,Depot F,20618-WH,EWD,303,81.49
01-06-2025,Depot F,20618-WHC,EWD,161,75.14
01-06-2025,Depot F,20701-WH,EWD,41,80.32
01-06-2025,Depot F,20703-WH,EWD,148,81.36
01-06-2025,Depot F,20704-WH,EWD,69,81.13
01-06-2025,Depot F,20706-WH,EWD,250,81.48
01-06-2025,Depot F,20707-WH,EWD,73,81.38
01-06-2025,Depot F,20712-WH,EWD,116,76.04
01-06-2025,Depot F,20801-WH,EWD,173,79.23
01-06-2025,Depot F,20803-WH,EWD,409,82.06
01-06-2025,Depot F,20804-WH,EWD,225,81.6
01-06-2025,Depot F,20806-WH,EWD,333,79.78
01-06-2025,Depot F,20807-WH,EWD,91,80.87
01-06-2025,Depot F,20812-WH,EWD,334,75.97
01-06-2025,Depot F,40101-WH,EWD,472,77.74
01-06-2025,Depot F,40242-WH-I,EWD,10,84.02
01-06-2025,Depot F,40506-X,EWD,39,75.28
01-06-2025,Depot F,50101-BK,EWD,3001,75.17
01-06-2025,Depot F,50101-WH,EWD,11458,81.77
01-06-2025,Depot F,50102-BK,EWD,105,76.7
01-06-2025,Depot F,50102-WH,EWD,345,79.41
01-06-2025,Depot F,50103-WH,EWD,31,78.65
01-06-2025,Depot F,50121-BK,EWD,207,75.48
01-06-2025,Depot F,50121-WH,EWD,4978,83.32
01-06-2025,Depot F,50131-BK,EWD,293,75.4
01-06-2025,Depot F,50131-WH,EWD,2610,76.22
01-06-2025,Depot F,50145-BK,EWD,560,82.56
01-06-2025,Depot F,50145-WH,EWD,1702,81.21
01-06-2025,Depot F,50151-BK,EWD,151,79.76
01-06-2025,Depot F,50151-R,EWD,284,82.15
01-06-2025,Depot F,50212-WH,EWD,198,79.91
01-06-2025,Depot F,50225-WH,EWD,54,82.95
01-06-2025,Depot F,50242-BK-I,EWD,1072,80.21
01-06-2025,Depot F,50242-WH-I,EWD,5070,81.53
01-06-2025,Depot F,50251-BK,EWD,30,79.98
01-06-2025,Depot F,50251-WH,EWD,65,80.43
01-06-2025,Depot F,50435-WH,EWD,104,77.42
01-06-2025,Depot F,50436-BK,EWD,213,82.73
01-06-2025,Depot F,50436-WH,EWD,322,78.19
01-06-2025,Depot F,50702-MBG,EWD,106,75.49
01-06-2025,Depot F,50702-WHC,EWD,683,85.02
01-06-2025,Depot F,50703-MBG,EWD,207,77.1
01-06-2025,Depot F,50703-WHC,EWD,1145,80.11
01-06-2025,Depot F,50704-MBG,EWD,70,81.43
01-06-2025,Depot F,50704-WHC,EWD,333,81.71
01-06-2025,Depot F,50706-MBG,EWD,518,78.9
01-06-2025,Depot F,50706-WHC,EWD,3226,75.59
01-06-2025,Depot F,50708-MBG,EWD,12,81.96
01-06-2025,Depot F,50708-WHC,EWD,572,80.73
01-06-2025,Depot F,50712-MBG,EWD,399,77.29
01-06-2025,Depot F,50712-WHC,EWD,1188,78.25
01-06-2025,Depot F,50718-MBG,EWD,7,79.03
01-06-2025,Depot F,50718-WHC,EWD,81,83.48
01-06-2025,Depot F,50728-MBG,EWD,75,84.09
01-06-2025,Depot F,50728-WHC,EWD,232,77.28
01-06-2025,Depot G,10101-WH,EWD,19457,80.7
01-06-2025,Depot G,10102-WH,EWD,269,80.4
01-06-2025,Depot G,10302-WH,EWD,417,82.14
01-06-2025,Depot G,10311-WH,EWD,1284,84.32
01-06-2025,Depot G,10401-WH,EWD,133,84.11
01-06-2025,Depot G,10502-WH-I,EWD,92,75.33
01-06-2025,Depot G,10602-WH-I,EWD,998,80.81
01-06-2025,Depot G,10603-WH-I,EWD,349,84.19
01-06-2025,Depot G,10607-WH-I,EWD,263,76.61
01-06-2025,Depot G,10711-WH,EWD,1231,80.69
01-06-2025,Depot G,10721-WH,EWD,2511,80.84
01-06-2025,Depot G,10723-WH,EWD,4284,84.23
01-06-2025,Depot G,10731-WH,EWD,108,77.14
01-06-2025,Depot G,10741-WH,EWD,2145,77.77
01-06-2025,Depot G,10801-WH,EWD,177,77.63
01-06-2025,Depot G,20101-WH,EWD,14709,75.36
01-06-2025,Depot G,20102-WH,EWD,744,77.5
01-06-2025,Depot G,20121-WH,EWD,1846,79.54
01-06-2025,Depot G,20131-WH,EWD,1984,82.34
01-06-2025,Depot G,20144-WH,EWD,1021,76.61
01-06-2025,Depot G,20151-R,EWD,952,80.29
01-06-2025,Depot G,20212-WH,EWD,33,77.56
01-06-2025,Depot G,20242-WH-I,EWD,3141,78.24
01-06-2025,Depot G,20251-WH,EWD,112,77.94
01-06-2025,Depot G,20435-WH,EWD,189,80.98
01-06-2025,Depot G,20436-WH,EWD,215,78.3
01-06-2025,Depot G,20506-FWH,EWD,114,80.14
01-06-2025,Depot G,20602-WH,EWD,545,79.28
01-06-2025,Depot G,20602-WHC,EWD,435,84.41
01-06-2025,Depot G,20603-WH,EWD,1194,78.45
01-06-2025,Depot G,20603-WHC,EWD,791,75.2
01-06-2025,Depot G,20604-WH,EWD,495,77.27
01-06-2025,Depot G,20604-WHC,EWD,404,79.74
01-06-2025,Depot G,20606-WH,EWD,339,78.31
01-06-2025,Depot G,20606-WHC,EWD,1008,79.68
01-06-2025,Depot G,20607-WH,EWD,375,80.25
01-06-2025,Depot G,20607-WHC,EWD,122,76.75
01-06-2025,Depot G,20608-WH,EWD,197,78.0
01-06-2025,Depot G,20608-WHC,EWD,217,76.37
01-06-2025,Depot G,20612-WH,EWD,541,80.67
01-06-2025,Depot G,20612-WHC,EWD,762,81.63
01-06-2025,Depot G,20701-WH,EWD,79,84.94
01-06-2025,Depot G,20703-WH,EWD,88,81.19
01-06-2025,Depot G,20704-WH,EWD,250,79.58
01-06-2025,Depot G,20706-WH,EWD,427,80.16
01-06-2025,Depot G,20708-WH,EWD,88,76.52
01-06-2025,Depot G,20712-WH,EWD,133,82.2
01-06-2025,Depot G,20718-WH,EWD,27,82.8
01-06-2025,Depot G,50101-BK,EWD,806,80.36
01-06-2025,Depot G,50101-WH,EWD,2578,84.16
01-06-2025,Depot G,50102-BK,EWD,47,82.31
01-06-2025,Depot G,50102-WH,EWD,276,76.19
01-06-2025,Depot G,50121-BK,EWD,303,79.54
01-06-2025,Depot G,50121-WH,EWD,700,82.94
01-06-2025,Depot G,50131-BK,EWD,54,81.23
01-06-2025,Depot G,50131-WH,EWD,426,80.59
01-06-2025,Depot G,50145-WH,EWD,1526,75.31
01-06-2025,Depot G,50151-R,EWD,123,84.36
01-06-2025,Depot G,50242-BK-I,EWD,269,84.06
01-06-2025,Depot G,50242-WH-I,EWD,662,83.62
01-06-2025,Depot G,50251-WH,EWD,127,82.72
01-06-2025,Depot G,50435-WH,EWD,100,84.21
01-06-2025,Depot G,50436-WH,EWD,100,79.31
01-06-2025,Depot G,50702-MBG,EWD,103,83.26
01-06-2025,Depot G,50702-WHC,EWD,178,80.88
01-06-2025,Depot G,50703-MBG,EWD,51,77.95
01-06-2025,Depot G,50703-WHC,EWD,199,81.99
01-06-2025,Depot G,50704-MBG,EWD,79,79.54
01-06-2025,Depot G,50704-WHC,EWD,106,80.54
01-06-2025,Depot G,50706-MBG,EWD,57,75.87
01-06-2025,Depot G,50706-WHC,EWD,325,83.68
01-06-2025,Depot G,50708-WHC,EWD,55,80.35
01-06-2025,Depot G,50712-MBG,EWD,41,79.02
01-06-2025,Depot G,50712-WHC,EWD,174,80.41
01-06-2025,Depot G,50718-WHC,EWD,17,78.9
01-06-2025,Depot G,50728-WHC,EWD,29,81.54
01-06-2025,Depot H,10101-WH,EWD,2467,83.91
01-06-2025,Depot H,10302-WH,EWD,21,84.67
01-06-2025,Depot H,10311-WH,EWD,12,77.41
01-06-2025,Depot H,10312-WH,EWD,41,75.32
01-06-2025,Depot H,10602-WH-I,EWD,25,79.45
01-06-2025,Depot H,10607-WH-I,EWD,76,81.92
01-06-2025,Depot H,10711-WH,EWD,345,84.11
01-06-2025,Depot H,10716-WH,EWD,3136,82.43
01-06-2025,Depot H,10723-WH,EWD,1210,81.23
01-06-2025,Depot H,10724-WH,EWD,2149,80.83
01-06-2025,Depot H,10731-WH,EWD,19,83.28
01-06-2025,Depot H,10739-WH,EWD,35,81.09
01-06-2025,Depot H,10743-WH,EWD,107,83.74
01-06-2025,Depot H,20101-WH,EWD,4070,76.12
01-06-2025,Depot H,20102-WH,EWD,117,78.63
01-06-2025,Depot H,20103-WH,EWD,17,76.91
01-06-2025,Depot H,20121-WH,EWD,290,83.73
01-06-2025,Depot H,20123-WH,EWD,55,84.92
01-06-2025,Depot H,20131-WH,EWD,63,84.01
01-06-2025,Depot H,20144-WH,EWD,435,75.33
01-06-2025,Depot H,20151-R,EWD,260,75.75
01-06-2025,Depot H,20242-WH-I,EWD,423,80.76
01-06-2025,Depot H,20251-WH,EWD,189,80.89
01-06-2025,Depot H,20433-WH,EWD,10,84.42
01-06-2025,Depot H,20434-WH,EWD,39,79.02
01-06-2025,Depot H,20435-WH,EWD,15,83.15
01-06-2025,Depot H,20602-WH,EWD,46,78.79
01-06-2025,Depot H,20602-WHC,EWD,149,79.12
01-06-2025,Depot H,20603-WH,EWD,43,78.81
01-06-2025,Depot H,20603-WHC,EWD,81,79.68
01-06-2025,Depot H,20604-WH,EWD,44,75.26
01-06-2025,Depot H,20604-WHC,EWD,87,81.97
01-06-2025,Depot H,20606-WH,EWD,23,82.99
01-06-2025,Depot H,20606-WHC,EWD,129,77.85
01-06-2025,Depot H,20607-WH,EWD,41,79.43
01-06-2025,Depot H,20607-WHC,EWD,35,81.16
01-06-2025,Depot H,20612-WH,EWD,148,81.7
01-06-2025,Depot H,20612-WHC,EWD,98,82.55
01-06-2025,Depot H,20618-WHC,EWD,20,78.93
01-06-2025,Depot H,20701-WH,EWD,21,82.5
01-06-2025,Depot H,20703-WH,EWD,22,82.35
01-06-2025,Depot H,20704-WH,EWD,29,78.62
01-06-2025,Depot H,20706-WH,EWD,37,79.05
01-06-2025,Depot H,20707-WH,EWD,27,77.93
01-06-2025,Depot H,20712-WH,EWD,22,77.83
01-06-2025,Depot H,20718-WH,EWD,6,75.57
01-06-2025,Depot H,20801-WH,EWD,58,77.08
01-06-2025,Depot H,20803-WH,EWD,53,83.3
01-06-2025,Depot H,20804-WH,EWD,34,83.38
01-06-2025,Depot H,20806-WH,EWD,42,84.96
01-06-2025,Depot H,20807-WH,EWD,47,80.52
01-06-2025,Depot H,20812-WH,EWD,33,82.8
01-06-2025,Depot H,20818-WH,EWD,2,83.1
01-06-2025,Depot H,50101-WH,EWD,2312,80.63
01-06-2025,Depot H,50102-WH,EWD,309,83.35
01-06-2025,Depot H,50103-WH,EWD,129,76.65
01-06-2025,Depot H,50121-WH,EWD,611,77.67
01-06-2025,Depot H,50123-WH,EWD,188,75.29
01-06-2025,Depot H,50131-WH,EWD,24,77.86
01-06-2025,Depot H,50145-WH,EWD,446,80.19
01-06-2025,Depot H,50151-R,EWD,38,77.71
01-06-2025,Depot H,50242-WH-I,EWD,552,80.38
01-06-2025,Depot H,50251-WH,EWD,130,83.52
01-06-2025,Depot H,50433-WH,EWD,16,75.88
01-06-2025,Depot H,50434-WH,EWD,8,75.77
01-06-2025,Depot H,50702-WHC,EWD,229,84.49
01-06-2025,Depot H,50703-WHC,EWD,165,84.58
01-06-2025,Depot H,50704-WHC,EWD,84,79.55
01-06-2025,Depot H,50706-WHC,EWD,150,77.56
01-06-2025,Depot H,50712-WHC,EWD,52,80.03
01-06-2025,Depot H,50718-WHC,EWD,37,84.73
01-06-2025,Depot H,50728-WHC,EWD,126,75.38
01-06-2025,Depot I,10101-WH,EWD,2878,77.15
01-06-2025,Depot I,10602-WH-I,EWD,89,77.09
01-06-2025,Depot I,10607-WH-I,EWD,197,84.34
01-06-2025,Depot I,10711-WH,EWD,572,80.09
01-06-2025,Depot I,10712-WH,EWD,633,83.72
01-06-2025,Depot I,10722-WH,EWD,258,80.92
01-06-2025,Depot I,10723-WH,EWD,390,78.25
01-06-2025,Depot I,10724-WH,EWD,4438,80.85
01-06-2025,Depot I,10731-WH,EWD,25,79.93
01-06-2025,Depot I,10801-WH,EWD,75,76.64
01-06-2025,Depot I,20101-WH,EWD,3264,76.14
01-06-2025,Depot I,20102-WH,EWD,57,79.16
01-06-2025,Depot I,20103-WH,EWD,5,83.52
01-06-2025,Depot I,20121-WH,EWD,1122,75.64
01-06-2025,Depot I,20131-WH,EWD,215,82.36
01-06-2025,Depot I,20144-WH,EWD,222,76.12
01-06-2025,Depot I,20151-R,EWD,41,76.64
01-06-2025,Depot I,20203-WH,EWD,4,79.9
01-06-2025,Depot I,20225-WH,EWD,6,79.6
01-06-2025,Depot I,20242-WH-I,EWD,744,81.14
01-06-2025,Depot I,20251-WH,EWD,69,78.2
01-06-2025,Depot I,20433-WH,EWD,31,80.05
01-06-2025,Depot I,20434-WH,EWD,9,81.67
01-06-2025,Depot I,20435-WH,EWD,23,79.58
01-06-2025,Depot I,20602-WH,EWD,22,84.29
01-06-2025,Depot I,20602-WHC,EWD,100,79.85
01-06-2025,Depot I,20603-WH,EWD,169,80.53
01-06-2025,Depot I,20603-WHC,EWD,126,84.39
01-06-2025,Depot I,20604-WH,EWD,44,84.86
01-06-2025,Depot I,20604-WHC,EWD,35,81.47
01-06-2025,Depot I,20606-WH,EWD,177,84.12
01-06-2025,Depot I,20606-WHC,EWD,350,83.43
01-06-2025,Depot I,20607-WH,EWD,39,80.14
01-06-2025,Depot I,20607-WHC,EWD,60,82.02
01-06-2025,Depot I,20608-WHC,EWD,28,75.13
01-06-2025,Depot I,20612-WH,EWD,174,84.99
01-06-2025,Depot I,20612-WHC,EWD,116,77.87
01-06-2025,Depot I,20618-WH,EWD,11,76.95
01-06-2025,Depot I,20618-WHC,EWD,23,82.02
01-06-2025,Depot I,20801-WH,EWD,64,83.7
01-06-2025,Depot I,20806-WH,EWD,150,85.04
01-06-2025,Depot I,20807-WH,EWD,6,85.04
01-06-2025,Depot I,20812-WH,EWD,43,83.26
01-06-2025,Depot I,20818-WH,EWD,20,83.14
01-06-2025,Depot I,50101-BK,EWD,720,77.85
01-06-2025,Depot I,50101-WH,EWD,708,76.75
01-06-2025,Depot I,50102-BK,EWD,28,75.97
01-06-2025,Depot I,50102-WH,EWD,41,81.68
01-06-2025,Depot I,50121-BK,EWD,74,75.15
01-06-2025,Depot I,50121-WH,EWD,63,84.49
01-06-2025,Depot I,50131-BK,EWD,48,79.82
01-06-2025,Depot I,50131-WH,EWD,44,77.68
01-06-2025,Depot I,50145-BK,EWD,43,82.03
01-06-2025,Depot I,50145-WH,EWD,71,85.06
01-06-2025,Depot I,50242-BK-I,EWD,146,80.32
01-06-2025,Depot I,50242-WH-I,EWD,190,84.94
01-06-2025,Depot I,50251-BK,EWD,15,80.1
01-06-2025,Depot I,50251-WH,EWD,29,80.47
01-06-2025,Depot I,50702-MBG,EWD,10,81.54
01-06-2025,Depot I,50702-WHC,EWD,36,77.42
01-06-2025,Depot I,50703-WHC,EWD,4,81.33
01-06-2025,Depot I,50704-WHC,EWD,117,75.66
01-06-2025,Depot I,50706-MBG,EWD,52,80.73
01-06-2025,Depot I,50706-WHC,EWD,54,82.72
01-06-2025,Depot I,50712-MBG,EWD,56,79.41
01-06-2025,Depot I,50712-WHC,EWD,52,76.89
01-06-2025,Depot I,50718-MBG,EWD,11,75.19
01-06-2025,Depot I,50718-WHC,EWD,6,80.25
01-06-2025,Depot I,50728-WHC,EWD,216,79.59
01-06-2025,Depot D,10101-WH,EWD,5588,76.18
01-06-2025,Depot D,10102-WH,EWD,68,83.83
01-06-2025,Depot D,10302-WH,EWD,134,75.58
01-06-2025,Depot D,10311-WH,EWD,434,76.25
01-06-2025,Depot D,10401-WH,EWD,130,83.28
01-06-2025,Depot D,10502-WH-I,EWD,441,81.8
01-06-2025,Depot D,10602-WH-I,EWD,151,82.24
01-06-2025,Depot D,10607-WH-I,EWD,200,77.09
01-06-2025,Depot D,10711-WH,EWD,1647,79.63
01-06-2025,Depot D,10723-WH,EWD,3665,82.47
01-06-2025,Depot D,10724-WH,EWD,682,75.86
01-06-2025,Depot D,10728-WH,EWD,331,78.39
01-06-2025,Depot D,10731-WH,EWD,73,82.17
01-06-2025,Depot D,10739-WH,EWD,87,80.65
01-06-2025,Depot D,10741-WH,EWD,386,79.64
01-06-2025,Depot D,10742-WH,EWD,92,79.49
01-06-2025,Depot D,10801-WH,EWD,7,75.56
01-06-2025,Depot D,20101-WH,EWD,4901,76.06
01-06-2025,Depot D,20102-WH,EWD,79,77.66
01-06-2025,Depot D,20103-WH,EWD,13,76.81
01-06-2025,Depot D,20121-WH,EWD,1326,76.01
01-06-2025,Depot D,20131-WH,EWD,911,77.42
01-06-2025,Depot D,20144-WH,EWD,1118,80.86
01-06-2025,Depot D,20151-R,EWD,26,76.29
01-06-2025,Depot D,20221-WH,EWD,49,81.22
01-06-2025,Depot D,20225-WH,EWD,31,76.36
01-06-2025,Depot D,20242-WH-I,EWD,393,78.8
01-06-2025,Depot D,20251-WH,EWD,178,79.08
01-06-2025,Depot D,20433-WH,EWD,12,79.85
01-06-2025,Depot D,20434-WH,EWD,4,79.76
01-06-2025,Depot D,20435-WH,EWD,15,80.86
01-06-2025,Depot D,20436-WH,EWD,15,81.13
01-06-2025,Depot D,20502-FWH,EWD,15,80.35
01-06-2025,Depot D,20504-FWH,EWD,25,75.12
01-06-2025,Depot D,20506-FWH,EWD,33,82.51
01-06-2025,Depot D,20508-FWH-H,EWD,116,77.4
01-06-2025,Depot D,20601-WHC,EWD,14,80.48
01-06-2025,Depot D,20602-WH,EWD,53,75.8
01-06-2025,Depot D,20602-WHC,EWD,168,83.59
01-06-2025,Depot D,20603-WH,EWD,20,81.5
01-06-2025,Depot D,20603-WHC,EWD,98,75.69
01-06-2025,Depot D,20604-WH,EWD,9,75.48
01-06-2025,Depot D,20604-WHC,EWD,194,84.74
01-06-2025,Depot D,20606-WH,EWD,16,79.58
01-06-2025,Depot D,20606-WHC,EWD,122,75.26
01-06-2025,Depot D,20607-WH,EWD,61,77.89
01-06-2025,Depot D,20607-WHC,EWD,154,75.07
01-06-2025,Depot D,20612-WH,EWD,68,77.39
01-06-2025,Depot D,20612-WHC,EWD,143,83.8
01-06-2025,Depot D,20618-WHC,EWD,1,75.44
01-06-2025,Depot D,20701-WH,EWD,7,84.17
01-06-2025,Depot D,20703-WH,EWD,16,82.7
01-06-2025,Depot D,20704-WH,EWD,9,81.93
01-06-2025,Depot D,20706-WH,EWD,61,78.08
01-06-2025,Depot D,20707-WH,EWD,40,82.22
01-06-2025,Depot D,20712-WH,EWD,19,83.29
01-06-2025,Depot D,20804-WH,EWD,12,83.85
01-06-2025,Depot D,50101-BK,EWD,494,75.39
01-06-2025,Depot D,50101-WH,EWD,6144,76.31
01-06-2025,Depot D,50102-BK,EWD,65,83.72
01-06-2025,Depot D,50102-WH,EWD,266,82.84
01-06-2025,Depot D,50103-WH,EWD,10,81.31
01-06-2025,Depot D,50121-BK,EWD,54,81.2
01-06-2025,Depot D,50121-WH,EWD,561,82.4
01-06-2025,Depot D,50131-BK,EWD,89,80.26
01-06-2025,Depot D,50131-WH,EWD,1369,75.22
01-06-2025,Depot D,50145-BK,EWD,81,77.69
01-06-2025,Depot D,50145-WH,EWD,20,82.31
01-06-2025,Depot D,50151-R,EWD,120,83.14
01-06-2025,Depot D,50156-WH,EWD,5,77.58
01-06-2025,Depot D,50203-WH,EWD,8,78.71
01-06-2025,Depot D,50225-WH,EWD,138,76.51
01-06-2025,Depot D,50242-BK-I,EWD,55,79.69
01-06-2025,Depot D,50242-WH-I,EWD,945,78.97
01-06-2025,Depot D,50251-WH,EWD,55,84.13
01-06-2025,Depot D,50433-WH,EWD,39,81.61
01-06-2025,Depot D,50434-WH,EWD,10,79.54
01-06-2025,Depot D,50435-WH,EWD,97,81.97
01-06-2025,Depot D,50436-WH,EWD,41,81.22
01-06-2025,Depot D,50701-WHC,EWD,21,81.44
01-06-2025,Depot D,50702-MBG,EWD,13,77.02
01-06-2025,Depot D,50702-WHC,EWD,421,80.69
01-06-2025,Depot D,50703-MBG,EWD,17,78.6
01-06-2025,Depot D,50703-WHC,EWD,202,77.37
01-06-2025,Depot D,50704-MBG,EWD,1,81.13
01-06-2025,Depot D,50704-WHC,EWD,511,79.57
01-06-2025,Depot D,50706-MBG,EWD,10,82.65
01-06-2025,Depot D,50706-WHC,EWD,876,75.99
01-06-2025,Depot D,50708-WHC,EWD,47,81.78
01-06-2025,Depot D,50712-MBG,EWD,20,80.38
01-06-2025,Depot D,50712-WHC,EWD,293,78.43
01-06-2025,Depot D,50718-WHC,EWD,35,77.29
01-06-2025,Depot D,50728-MBG,EWD,15,83.51
01-06-2025,Depot D,50728-WHC,EWD,712,83.16
01-06-2025,Depot J,10101-WH,EWD,1721,76.25
01-06-2025,Depot J,10102-WH,EWD,36,82.17
01-06-2025,Depot J,10302-WH,EWD,13,77.68
01-06-2025,Depot J,10311-WH,EWD,171,84.19
01-06-2025,Depot J,10312-WH,EWD,105,78.83
01-06-2025,Depot J,10401-WH,EWD,62,76.73
01-06-2025,Depot J,10502-WH-I,EWD,17,79.85
01-06-2025,Depot J,10607-WH-I,EWD,25,83.7
01-06-2025,Depot J,10608-WH-I,EWD,29,77.33
01-06-2025,Depot J,10609-WH-I,EWD,17,81.45
01-06-2025,Depot J,10706-WH,EWD,133,78.65
01-06-2025,Depot J,10707-WH,EWD,21,84.57
01-06-2025,Depot J,10711-WH,EWD,50,80.89
01-06-2025,Depot J,10714-WH,EWD,5,75.94
01-06-2025,Depot J,10724-WH,EWD,289,82.58
01-06-2025,Depot J,10729-WH,EWD,29,84.89
01-06-2025,Depot J,10731-WH,EWD,57,78.54
01-06-2025,Depot J,10738-WH,EWD,3,76.25
01-06-2025,Depot J,10739-WH,EWD,81,78.71
01-06-2025,Depot J,10742-WH,EWD,65,78.67
01-06-2025,Depot J,10743-WH,EWD,141,79.15
01-06-2025,Depot J,10801-WH,EWD,9,83.07
01-06-2025,Depot J,11002-KT,EWD,44,77.72
01-06-2025,Depot J,11003-KT,EWD,184,82.24
01-06-2025,Depot J,11004-KT,EWD,16,82.14
01-06-2025,Depot J,20101-WH,EWD,439,83.99
01-06-2025,Depot J,20102-WH,EWD,306,75.65
01-06-2025,Depot J,20123-WH,EWD,52,79.16
01-06-2025,Depot J,20144-WH,EWD,34,84.51
01-06-2025,Depot J,20225-WH,EWD,24,75.21
01-06-2025,Depot J,20242-WH-I,EWD,62,80.07
01-06-2025,Depot J,20251-WH,EWD,32,76.17
01-06-2025,Depot J,20504-FWH,EWD,13,77.98
01-06-2025,Depot J,20602-WHC,EWD,47,80.52
01-06-2025,Depot J,20603-WHC,EWD,7,76.76
01-06-2025,Depot J,20607-WHC,EWD,59,75.61
01-06-2025,Depot J,20801-WH,EWD,79,78.5
01-06-2025,Depot J,20803-WH,EWD,40,84.63
01-06-2025,Depot J,20804-WH,EWD,21,83.62
01-06-2025,Depot J,20806-WH,EWD,34,84.29
01-06-2025,Depot J,20807-WH,EWD,32,84.64
01-06-2025,Depot J,20812-WH,EWD,9,77.14
01-06-2025,Depot J,50101-WH,EWD,187,84.15
01-06-2025,Depot J,50102-WH,EWD,90,82.57
01-06-2025,Depot J,50123-WH,EWD,27,82.35
01-06-2025,Depot J,50145-WH,EWD,40,83.85
01-06-2025,Depot J,50225-WH,EWD,3,77.61
01-06-2025,Depot J,50242-WH-I,EWD,27,83.98
01-06-2025,Depot J,50251-WH,EWD,12,76.36
01-06-2025,Depot J,50702-WHC,EWD,13,80.08
01-06-2025,Depot J,50703-WHC,EWD,21,82.31
01-06-2025,Depot J,50706-WHC,EWD,14,79.33
01-06-2025,Depot J,50712-WHC,EWD,2,75.08
01-06-2025,Depot J,50728-WHC,EWD,17,81.86
01-06-2025,Depot K,10101-BR,EWD,3087,84.09
01-06-2025,Depot K,10101-WH,EWD,128493,77.53
01-06-2025,Depot K,10102-BR,EWD,81,78.14
01-06-2025,Depot K,10102-WH,EWD,503,75.32
01-06-2025,Depot K,10103-WH,EWD,53,76.99
01-06-2025,Depot K,10301-BR,EWD,258,76.09
01-06-2025,Depot K,10301-WH,EWD,1388,82.04
01-06-2025,Depot K,10302-BR,EWD,56,77.93
01-06-2025,Depot K,10302-WH,EWD,2481,80.09
01-06-2025,Depot K,10311-BR,EWD,39,79.94
01-06-2025,Depot K,10311-WH,EWD,248,83.04
01-06-2025,Depot K,10312-WH,EWD,91,83.51
01-06-2025,Depot K,10401-BR,EWD,129,79.38
01-06-2025,Depot K,10401-WH,EWD,476,82.14
01-06-2025,Depot K,10502-BR-I,EWD,197,83.56
01-06-2025,Depot K,10502-WH-I,EWD,922,81.36
01-06-2025,Depot K,10603-WH-I,EWD,55,76.79
01-06-2025,Depot K,10607-WH-I,EWD,7403,82.05
01-06-2025,Depot K,10608-BR-I,EWD,124,76.22
01-06-2025,Depot K,10608-WH-I,EWD,1205,82.16
01-06-2025,Depot K,10706-WH,EWD,156,80.97
01-06-2025,Depot K,10711-WH,EWD,2668,76.17
01-06-2025,Depot K,10714-WH,EWD,571,79.14
01-06-2025,Depot K,10719-WH,EWD,327,80.34
01-06-2025,Depot K,10721-WH,EWD,128,75.73
01-06-2025,Depot K,10722-WH,EWD,824,78.04
01-06-2025,Depot K,10723-WH,EWD,525,78.98
01-06-2025,Depot K,10724-WH,EWD,3763,82.74
