Month,Region,SKU,Quantity,Price,Fitted,Revenue,Percentage Change,Projected Revenue,Projected Demand,
01-Apr-25,North,C,,98,92,9016,-2,8836,94,
01-May-25,North,C,,87,234,20358,-2,19951,240,
01-Jun-25,North,C,,76,170,12920,-2,12662,174,
01-Jul-25,North,C,,96,213,20448,-2,20039,218,
01-Aug-25,North,C,,77,101,7777,-2,7621,103,
01-Sep-25,North,C,,79,195,15405,-2,15097,200,
01-Oct-25,North,C,,93,216,20088,-2,19686,221,
01-Nov-25,North,C,,66,238,15708,-2,15394,244,
01-Dec-25,North,C,,54,210,11340,-2,11113,215,
01-Jan-26,North,C,,77,137,10549,-2,10338,140,
01-Feb-26,North,C,,90,219,19710,-2,19316,224,
01-Mar-26,North,C,,65,183,11895,-2,11657,187,
01-Apr-25,North,C,,84,218,18312,-3,17763,226,
01-May-25,North,C,,55,235,12925,-3,12537,244,
01-Jun-25,North,C,,65,95,6175,-3,5990,99,
01-Jul-25,North,C,,77,185,14245,-3,13818,192,
01-Aug-25,North,C,,67,179,11993,-3,11633,186,
01-Sep-25,North,C,,75,120,9000,-3,8730,125,
01-Oct-25,North,C,,97,234,22698,-3,22017,243,
01-Nov-25,North,C,,58,189,10962,-3,10633,196,
01-Dec-25,North,C,,51,139,7089,-3,6876,144,
01-Jan-26,North,C,,73,180,13140,-3,12746,187,
01-Feb-26,North,C,,62,151,9362,-3,9081,157,
01-Mar-26,North,C,,86,149,12814,-3,12430,155,
01-Apr-25,North,C,,98,92,9016,-3,8746,95,
01-May-25,North,C,,87,234,20358,-3,19747,243,
01-Jun-25,North,C,,76,170,12920,-3,12532,176,
01-Jul-25,North,C,,96,213,20448,-3,19835,221,
01-Aug-25,North,C,,77,101,7777,-3,7544,105,
01-Sep-25,North,C,,79,195,15405,-3,14943,202,
01-Oct-25,North,C,,93,216,20088,-3,19485,224,
01-Nov-25,North,C,,66,238,15708,-3,15237,247,
01-Dec-25,North,C,,54,210,11340,-3,11000,218,
01-Jan-26,North,C,,77,137,10549,-3,10233,142,
01-Feb-26,North,C,,90,219,19710,-3,19119,227,
01-Mar-26,North,C,,65,183,11895,-3,11538,190,
01-Apr-25,North,C,,84,218,18312,-4,17580,228,
01-May-25,North,C,,55,235,12925,-4,12408,246,
01-Jun-25,North,C,,65,95,6175,-4,5928,100,
01-Jul-25,North,C,,77,185,14245,-4,13675,194,
01-Aug-25,North,C,,67,179,11993,-4,11513,188,
01-Sep-25,North,C,,75,120,9000,-4,8640,126,
01-Oct-25,North,C,,97,234,22698,-4,21790,245,
01-Nov-25,North,C,,58,189,10962,-4,10524,198,
01-Dec-25,North,C,,51,139,7089,-4,6805,146,
01-Jan-26,North,C,,73,180,13140,-4,12614,189,
01-Feb-26,North,C,,62,151,9362,-4,8988,158,
01-Mar-26,North,C,,86,149,12814,-4,12301,156,
01-Apr-25,North,C,,98,92,9016,-4,8655,96,
01-May-25,North,C,,87,234,20358,-4,19544,245,
01-Jun-25,North,C,,76,170,12920,-4,12403,178,
01-Jul-25,North,C,,96,213,20448,-4,19630,223,
01-Aug-25,North,C,,77,101,7777,-4,7466,106,
01-Sep-25,North,C,,79,195,15405,-4,14789,204,
01-Oct-25,North,C,,93,216,20088,-4,19284,226,
01-Nov-25,North,C,,66,238,15708,-4,15080,249,
01-Dec-25,North,C,,54,210,11340,-4,10886,220,
01-Jan-26,North,C,,77,137,10549,-4,10127,144,
01-Feb-26,North,C,,90,219,19710,-4,18922,230,
01-Mar-26,North,C,,65,183,11895,-4,11419,192,
01-Apr-25,North,C,,84,218,18312,-5,17396,231,
01-May-25,North,C,,55,235,12925,-5,12279,249,
01-Jun-25,North,C,,65,95,6175,-5,5866,101,
01-Jul-25,North,C,,77,185,14245,-5,13533,196,
01-Aug-25,North,C,,67,179,11993,-5,11393,190,
01-Sep-25,North,C,,75,120,9000,-5,8550,127,
01-Oct-25,North,C,,97,234,22698,-5,21563,248,
01-Nov-25,North,C,,58,189,10962,-5,10414,200,
01-Dec-25,North,C,,51,139,7089,-5,6735,147,
01-Jan-26,North,C,,73,180,13140,-5,12483,191,
01-Feb-26,North,C,,62,151,9362,-5,8894,160,
01-Mar-26,North,C,,86,149,12814,-5,12173,158,
01-Apr-25,North,C,,98,92,9016,-5,8565,98,
01-May-25,North,C,,87,234,20358,-5,19340,248,
01-Jun-25,North,C,,76,170,12920,-5,12274,180,
01-Jul-25,North,C,,96,213,20448,-5,19426,226,
01-Aug-25,North,C,,77,101,7777,-5,7388,107,
01-Sep-25,North,C,,79,195,15405,-5,14635,207,
01-Oct-25,North,C,,93,216,20088,-5,19084,229,
01-Nov-25,North,C,,66,238,15708,-5,14923,252,
01-Dec-25,North,C,,54,210,11340,-5,10773,223,
01-Jan-26,North,C,,77,137,10549,-5,10022,145,
01-Feb-26,North,C,,90,219,19710,-5,18725,232,
01-Mar-26,North,C,,65,183,11895,-5,11300,194,
01-Apr-25,North,B,,42,167,7014,2,7154,163,
01-May-25,North,B,,30,238,7140,2,7283,232,
01-Jun-25,North,B,,36,200,7200,2,7344,195,
01-Jul-25,North,B,,29,245,7105,2,7247,239,
01-Aug-25,North,B,,32,253,8096,2,8258,247,
01-Sep-25,North,B,,34,240,8160,2,8323,234,
01-Oct-25,North,B,,21,182,3822,2,3898,178,
01-Nov-25,North,B,,14,191,2674,2,2727,186,
01-Dec-25,North,B,,37,204,7548,2,7699,199,
01-Jan-26,North,B,,21,204,4284,2,4370,199,
01-Feb-26,North,B,,44,185,8140,2,8303,181,
01-Mar-26,North,B,,31,196,6076,2,6198,191,
01-Apr-25,North,B,,47,297,13959,2,14238,290,
01-May-25,North,B,,35,417,14595,2,14887,407,
01-Jun-25,North,B,,41,362,14842,2,15139,353,
01-Jul-25,North,B,,33,436,14388,2,14676,426,
01-Aug-25,North,B,,36,415,14940,2,15239,405,
01-Sep-25,North,B,,38,412,15656,2,15969,402,
01-Oct-25,North,B,,24,302,7248,2,7393,295,
01-Nov-25,North,B,,16,300,4800,2,4896,293,
01-Dec-25,North,B,,41,376,15416,2,15724,367,
01-Jan-26,North,B,,23,302,6946,2,7085,295,
01-Feb-26,North,B,,51,265,13515,2,13785,259,
01-Mar-26,North,B,,34,339,11526,2,11757,331,
01-May-25,North,B,,30,238,7140,3,7354,229,
01-Jun-25,North,B,,36,200,7200,3,7416,193,
01-Jul-25,North,B,,29,245,7105,3,7318,236,
01-Aug-25,North,B,,32,253,8096,3,8339,244,
01-Sep-25,North,B,,34,240,8160,3,8405,231,
01-Oct-25,North,B,,21,182,3822,3,3937,175,
01-Nov-25,North,B,,14,191,2674,3,2754,184,
01-Dec-25,North,B,,37,204,7548,3,7774,197,
01-Jan-26,North,B,,21,204,4284,3,4413,197,
01-Feb-26,North,B,,44,185,8140,3,8384,178,
01-Mar-26,North,B,,31,196,6076,3,6258,189,
01-Apr-25,North,B,,47,297,13959,3,14378,286,
01-May-25,North,B,,35,417,14595,3,15033,402,
01-Jun-25,North,B,,41,362,14842,3,15287,349,
01-Jul-25,North,B,,33,436,14388,3,14820,420,
01-Aug-25,North,B,,36,415,14940,3,15388,400,
01-Sep-25,North,B,,38,412,15656,3,16126,397,
01-Oct-25,North,B,,24,302,7248,3,7465,291,
01-Nov-25,North,B,,16,300,4800,3,4944,289,
01-Dec-25,North,B,,41,376,15416,3,15878,362,
01-Jan-26,North,B,,23,302,6946,3,7154,291,
01-Feb-26,North,B,,51,265,13515,3,13920,255,
01-Mar-26,North,B,,34,339,11526,3,11872,327,
01-May-25,North,B,,30,238,7140,4,7426,227,
01-Jun-25,North,B,,36,200,7200,4,7488,190,
01-Jul-25,North,B,,29,245,7105,4,7389,233,
01-Aug-25,North,B,,32,253,8096,4,8420,241,
01-Sep-25,North,B,,34,240,8160,4,8486,228,
01-Oct-25,North,B,,21,182,3822,4,3975,173,
01-Nov-25,North,B,,14,191,2674,4,2781,182,
01-Dec-25,North,B,,37,204,7548,4,7850,194,
01-Jan-26,North,B,,21,204,4284,4,4455,194,
01-Feb-26,North,B,,44,185,8140,4,8466,176,
01-Mar-26,North,B,,31,196,6076,4,6319,187,
01-Apr-25,North,B,,47,297,13959,4,14517,283,
01-May-25,North,B,,35,417,14595,4,15179,397,
01-Jun-25,North,B,,41,362,14842,4,15436,345,
01-Jul-25,North,B,,33,436,14388,4,14964,415,
01-Aug-25,North,B,,36,415,14940,4,15538,395,
01-Sep-25,North,B,,38,412,15656,4,16282,392,
01-Oct-25,North,B,,24,302,7248,4,7538,288,
01-Nov-25,North,B,,16,300,4800,4,4992,286,
01-Dec-25,North,B,,41,376,15416,4,16033,358,
01-Jan-26,North,B,,23,302,6946,4,7224,288,
01-Feb-26,North,B,,51,265,13515,4,14056,252,
01-Mar-26,North,B,,34,339,11526,4,11987,323,
01-May-25,North,B,,30,238,7140,5,7497,224,
01-Jun-25,North,B,,36,200,7200,5,7560,188,
01-Jul-25,North,B,,29,245,7105,5,7460,230,
01-Aug-25,North,B,,32,253,8096,5,8501,238,
01-Sep-25,North,B,,34,240,8160,5,8568,226,
01-Oct-25,North,B,,21,182,3822,5,4013,171,
01-Nov-25,North,B,,14,191,2674,5,2808,180,
01-Dec-25,North,B,,37,204,7548,5,7925,192,
01-Jan-26,North,B,,21,204,4284,5,4498,192,
01-Feb-26,North,B,,44,185,8140,5,8547,174,
01-Mar-26,North,B,,31,196,6076,5,6380,184,
01-Apr-25,North,B,,47,297,13959,5,14657,279,
01-May-25,North,B,,35,417,14595,5,15325,392,
01-Jun-25,North,B,,41,362,14842,5,15584,340,
01-Jul-25,North,B,,33,436,14388,5,15107,410,
01-Aug-25,North,B,,36,415,14940,5,15687,390,
01-Sep-25,North,B,,38,412,15656,5,16439,387,
01-Oct-25,North,B,,24,302,7248,5,7610,284,
01-Nov-25,North,B,,16,300,4800,5,5040,282,
01-Dec-25,North,B,,41,376,15416,5,16187,353,
01-Jan-26,North,B,,23,302,6946,5,7293,284,
01-Feb-26,North,B,,51,265,13515,5,14191,249,
01-Mar-26,North,B,,34,339,11526,5,12102,319,
01-May-25,North,B,,30,238,7140,-2,6997,244,
01-Jun-25,North,B,,36,200,7200,-2,7056,205,
01-Jul-25,North,B,,29,245,7105,-2,6963,251,
01-Aug-25,North,B,,32,253,8096,-2,7934,259,
01-Sep-25,North,B,,34,240,8160,-2,7997,246,
01-Oct-25,North,B,,21,182,3822,-2,3746,186,
01-Nov-25,North,B,,14,191,2674,-2,2621,196,
01-Dec-25,North,B,,37,204,7548,-2,7397,209,
01-Jan-26,North,B,,21,204,4284,-2,4198,209,
01-Feb-26,North,B,,44,185,8140,-2,7977,189,
01-Mar-26,North,B,,31,196,6076,-2,5954,201,
01-Apr-25,North,B,,47,297,13959,-2,13680,304,
01-May-25,North,B,,35,417,14595,-2,14303,427,
01-Jun-25,North,B,,41,362,14842,-2,14545,371,
01-Jul-25,North,B,,33,436,14388,-2,14100,446,
01-Aug-25,North,B,,36,415,14940,-2,14641,425,
01-Sep-25,North,B,,38,412,15656,-2,15343,422,
01-Oct-25,North,B,,24,302,7248,-2,7103,309,
01-Nov-25,North,B,,16,300,4800,-2,4704,307,
01-Dec-25,North,B,,41,376,15416,-2,15108,385,
01-Jan-26,North,B,,23,302,6946,-2,6807,309,
01-Feb-26,North,B,,51,265,13515,-2,13245,271,
01-Mar-26,North,B,,34,339,11526,-2,11295,347,
01-Apr-25,North,B,,42,167,7014,-3,6804,173,
01-May-25,North,B,,30,238,7140,-3,6926,247,
01-Jun-25,North,B,,36,200,7200,-3,6984,208,
01-Jul-25,North,B,,29,245,7105,-3,6892,254,
01-Aug-25,North,B,,32,253,8096,-3,7853,263,
01-Sep-25,North,B,,34,240,8160,-3,7915,249,
01-Oct-25,North,B,,21,182,3822,-3,3707,189,
01-Nov-25,North,B,,14,191,2674,-3,2594,198,
01-Dec-25,North,B,,37,204,7548,-3,7322,212,
01-Jan-26,North,B,,21,204,4284,-3,4155,212,
01-Feb-26,North,B,,44,185,8140,-3,7896,192,
01-Mar-26,North,B,,31,196,6076,-3,5894,203,
01-Apr-25,North,B,,47,297,13959,-3,13540,308,
01-May-25,North,B,,35,417,14595,-3,14157,433,
01-Jun-25,North,B,,41,362,14842,-3,14397,376,
01-Jul-25,North,B,,33,436,14388,-3,13956,453,
01-Aug-25,North,B,,36,415,14940,-3,14492,431,
01-Sep-25,North,B,,38,412,15656,-3,15186,428,
01-Oct-25,North,B,,24,302,7248,-3,7031,313,
01-Nov-25,North,B,,16,300,4800,-3,4656,311,
01-Dec-25,North,B,,41,376,15416,-3,14954,390,
01-Jan-26,North,B,,23,302,6946,-3,6738,313,
01-Feb-26,North,B,,51,265,13515,-3,13110,275,
01-Mar-26,North,B,,34,339,11526,-3,11180,352,
01-May-25,North,B,,30,238,7140,-4,6854,249,
01-Jun-25,North,B,,36,200,7200,-4,6912,210,
01-Jul-25,North,B,,29,245,7105,-4,6821,257,
01-Aug-25,North,B,,32,253,8096,-4,7772,265,
01-Sep-25,North,B,,34,240,8160,-4,7834,252,
01-Oct-25,North,B,,21,182,3822,-4,3669,191,
01-Nov-25,North,B,,14,191,2674,-4,2567,200,
01-Dec-25,North,B,,37,204,7548,-4,7246,214,
01-Jan-26,North,B,,21,204,4284,-4,4113,214,
01-Feb-26,North,B,,44,185,8140,-4,7814,194,
01-Mar-26,North,B,,31,196,6076,-4,5833,205,
01-Apr-25,North,B,,47,297,13959,-4,13401,311,
01-May-25,North,B,,35,417,14595,-4,14011,437,
01-Jun-25,North,B,,41,362,14842,-4,14248,379,
01-Jul-25,North,B,,33,436,14388,-4,13812,457,
01-Aug-25,North,B,,36,415,14940,-4,14342,435,
01-Sep-25,North,B,,38,412,15656,-4,15030,432,
01-Oct-25,North,B,,24,302,7248,-4,6958,316,
01-Nov-25,North,B,,16,300,4800,-4,4608,314,
01-Dec-25,North,B,,41,376,15416,-4,14799,394,
01-Jan-26,North,B,,23,302,6946,-4,6668,316,
01-Feb-26,North,B,,51,265,13515,-4,12974,278,
01-Mar-26,North,B,,34,339,11526,-4,11065,355,
01-May-25,North,B,,30,238,7140,-5,6783,252,
01-Jun-25,North,B,,36,200,7200,-5,6840,212,
01-Jul-25,North,B,,29,245,7105,-5,6750,260,
01-Aug-25,North,B,,32,253,8096,-5,7691,268,
01-Sep-25,North,B,,34,240,8160,-5,7752,254,
01-Oct-25,North,B,,21,182,3822,-5,3631,193,
01-Nov-25,North,B,,14,191,2674,-5,2540,202,
01-Dec-25,North,B,,37,204,7548,-5,7171,216,
01-Jan-26,North,B,,21,204,4284,-5,4070,216,
01-Feb-26,North,B,,44,185,8140,-5,7733,196,
01-Mar-26,North,B,,31,196,6076,-5,5772,208,
01-Apr-25,North,B,,47,297,13959,-5,13261,315,
01-May-25,North,B,,35,417,14595,-5,13865,442,
01-Jun-25,North,B,,41,362,14842,-5,14100,384,
01-Jul-25,North,B,,33,436,14388,-5,13669,462,
01-Aug-25,North,B,,36,415,14940,-5,14193,440,
01-Sep-25,North,B,,38,412,15656,-5,14873,437,
01-Oct-25,North,B,,24,302,7248,-5,6886,320,
01-Nov-25,North,B,,16,300,4800,-5,4560,318,
01-Dec-25,North,B,,41,376,15416,-5,14645,399,
01-Jan-26,North,B,,23,302,6946,-5,6599,320,
01-Feb-26,North,B,,51,265,13515,-5,12839,281,
01-Mar-26,North,B,,34,339,11526,-5,10950,359,
01-Apr-25,West,B,,40,158,6320,2,6446,154,
01-May-25,West,B,,38,212,8056,2,8217,207,
01-Jun-25,West,B,,48,230,11040,2,11261,224,
01-Jul-25,West,B,,51,155,7905,2,8063,151,
01-Aug-25,West,B,,37,219,8103,2,8265,214,
01-Sep-25,West,B,,46,169,7774,2,7929,165,
01-Oct-25,West,B,,55,180,9900,2,10098,176,
01-Nov-25,West,B,,31,234,7254,2,7399,228,
01-Dec-25,West,B,,33,172,5676,2,5790,168,
01-Jan-26,West,B,,46,176,8096,2,8258,172,
01-Feb-26,West,B,,54,189,10206,2,10410,184,
01-Mar-26,West,B,,56,239,13384,2,13652,233,
01-Apr-25,West,B,,31,218,6758,2,6893,213,
01-May-25,West,B,,38,226,8588,2,8760,221,
01-Jun-25,West,B,,36,134,4824,2,4920,131,
01-Jul-25,West,B,,50,183,9150,2,9333,179,
01-Aug-25,West,B,,49,239,11711,2,11945,233,
01-Sep-25,West,B,,54,200,10800,2,11016,195,
01-Oct-25,West,B,,31,217,6727,2,6862,212,
01-Nov-25,West,B,,49,244,11956,2,12195,238,
01-Dec-25,West,B,,35,200,7000,2,7140,195,
01-Jan-26,West,B,,43,149,6407,2,6535,145,
01-Feb-26,West,B,,50,216,10800,2,11016,211,
01-Mar-26,West,B,,34,137,4658,2,4751,134,
01-Apr-25,West,B,,40,158,6320,3,6510,152,
01-May-25,West,B,,38,212,8056,3,8298,204,
01-Jun-25,West,B,,48,230,11040,3,11371,222,
01-Jul-25,West,B,,51,155,7905,3,8142,149,
01-Aug-25,West,B,,37,219,8103,3,8346,211,
01-Sep-25,West,B,,46,169,7774,3,8007,163,
01-Oct-25,West,B,,55,180,9900,3,10197,174,
01-Nov-25,West,B,,31,234,7254,3,7472,226,
01-Dec-25,West,B,,33,172,5676,3,5846,166,
01-Jan-26,West,B,,46,176,8096,3,8339,170,
01-Feb-26,West,B,,54,189,10206,3,10512,182,
01-Mar-26,West,B,,56,239,13384,3,13786,230,
01-Apr-25,West,B,,31,218,6758,3,6961,210,
01-May-25,West,B,,38,226,8588,3,8846,218,
01-Jun-25,West,B,,36,134,4824,3,4969,129,
01-Jul-25,West,B,,50,183,9150,3,9425,176,
01-Aug-25,West,B,,49,239,11711,3,12062,230,
01-Sep-25,West,B,,54,200,10800,3,11124,193,
01-Oct-25,West,B,,31,217,6727,3,6929,209,
01-Nov-25,West,B,,49,244,11956,3,12315,235,
01-Dec-25,West,B,,35,200,7000,3,7210,193,
01-Jan-26,West,B,,43,149,6407,3,6599,144,
01-Feb-26,West,B,,50,216,10800,3,11124,208,
01-Mar-26,West,B,,34,137,4658,3,4798,132,
01-Apr-25,West,B,,40,158,6320,4,6573,150,
01-May-25,West,B,,38,212,8056,4,8378,202,
01-Jun-25,West,B,,48,230,11040,4,11482,219,
01-Jul-25,West,B,,51,155,7905,4,8221,148,
01-Aug-25,West,B,,37,219,8103,4,8427,208,
01-Sep-25,West,B,,46,169,7774,4,8085,161,
01-Oct-25,West,B,,55,180,9900,4,10296,171,
01-Nov-25,West,B,,31,234,7254,4,7544,223,
01-Dec-25,West,B,,33,172,5676,4,5903,164,
01-Jan-26,West,B,,46,176,8096,4,8420,168,
01-Feb-26,West,B,,54,189,10206,4,10614,180,
01-Mar-26,West,B,,56,239,13384,4,13919,228,
01-Apr-25,West,B,,31,218,6758,4,7028,208,
01-May-25,West,B,,38,226,8588,4,8932,215,
01-Jun-25,West,B,,36,134,4824,4,5017,128,
01-Jul-25,West,B,,50,183,9150,4,9516,174,
01-Aug-25,West,B,,49,239,11711,4,12179,228,
01-Sep-25,West,B,,54,200,10800,4,11232,190,
01-Oct-25,West,B,,31,217,6727,4,6996,207,
01-Nov-25,West,B,,49,244,11956,4,12434,232,
01-Dec-25,West,B,,35,200,7000,4,7280,190,
01-Jan-26,West,B,,43,149,6407,4,6663,142,
01-Feb-26,West,B,,50,216,10800,4,11232,206,
01-Mar-26,West,B,,34,137,4658,4,4844,130,
01-Apr-25,West,B,,40,158,6320,5,6636,149,
01-May-25,West,B,,38,212,8056,5,8459,199,
01-Jun-25,West,B,,48,230,11040,5,11592,216,
01-Jul-25,West,B,,51,155,7905,5,8300,146,
01-Aug-25,West,B,,37,219,8103,5,8508,206,
01-Sep-25,West,B,,46,169,7774,5,8163,159,
01-Oct-25,West,B,,55,180,9900,5,10395,169,
01-Nov-25,West,B,,31,234,7254,5,7617,220,
01-Dec-25,West,B,,33,172,5676,5,5960,162,
01-Jan-26,West,B,,46,176,8096,5,8501,165,
01-Feb-26,West,B,,54,189,10206,5,10716,178,
01-Mar-26,West,B,,56,239,13384,5,14053,225,
01-Apr-25,West,B,,31,218,6758,5,7096,205,
01-May-25,West,B,,38,226,8588,5,9017,212,
01-Jun-25,West,B,,36,134,4824,5,5065,126,
01-Jul-25,West,B,,50,183,9150,5,9608,172,
01-Aug-25,West,B,,49,239,11711,5,12297,225,
01-Sep-25,West,B,,54,200,10800,5,11340,188,
01-Oct-25,West,B,,31,217,6727,5,7063,204,
01-Nov-25,West,B,,49,244,11956,5,12554,229,
01-Dec-25,West,B,,35,200,7000,5,7350,188,
01-Jan-26,West,B,,43,149,6407,5,6727,140,
01-Feb-26,West,B,,50,216,10800,5,11340,203,
01-Mar-26,West,B,,34,137,4658,5,4891,129,
01-Apr-25,West,B,,40,158,6320,-2,6194,162,
01-May-25,West,B,,38,212,8056,-2,7895,217,
01-Jun-25,West,B,,48,230,11040,-2,10819,236,
01-Jul-25,West,B,,51,155,7905,-2,7747,159,
01-Aug-25,West,B,,37,219,8103,-2,7941,224,
01-Sep-25,West,B,,46,169,7774,-2,7619,173,
01-Oct-25,West,B,,55,180,9900,-2,9702,184,
01-Nov-25,West,B,,31,234,7254,-2,7109,240,
01-Dec-25,West,B,,33,172,5676,-2,5562,176,
01-Jan-26,West,B,,46,176,8096,-2,7934,180,
01-Feb-26,West,B,,54,189,10206,-2,10002,194,
01-Mar-26,West,B,,56,239,13384,-2,13116,245,
01-Apr-25,West,B,,31,218,6758,-2,6623,223,
01-May-25,West,B,,38,226,8588,-2,8416,231,
01-Jun-25,West,B,,36,134,4824,-2,4728,137,
01-Jul-25,West,B,,50,183,9150,-2,8967,187,
01-Aug-25,West,B,,49,239,11711,-2,11477,245,
01-Sep-25,West,B,,54,200,10800,-2,10584,205,
01-Oct-25,West,B,,31,217,6727,-2,6592,222,
01-Nov-25,West,B,,49,244,11956,-2,11717,250,
01-Dec-25,West,B,,35,200,7000,-2,6860,205,
01-Jan-26,West,B,,43,149,6407,-2,6279,153,
01-Feb-26,West,B,,50,216,10800,-2,10584,221,
01-Mar-26,West,B,,34,137,4658,-2,4565,140,
01-Apr-25,West,B,,40,158,6320,-3,6130,164,
01-May-25,West,B,,38,212,8056,-3,7814,220,
01-Jun-25,West,B,,48,230,11040,-3,10709,239,
01-Jul-25,West,B,,51,155,7905,-3,7668,161,
01-Aug-25,West,B,,37,219,8103,-3,7860,227,
01-Sep-25,West,B,,46,169,7774,-3,7541,175,
01-Oct-25,West,B,,55,180,9900,-3,9603,187,
01-Nov-25,West,B,,31,234,7254,-3,7036,243,
01-Dec-25,West,B,,33,172,5676,-3,5506,179,
01-Jan-26,West,B,,46,176,8096,-3,7853,183,
01-Feb-26,West,B,,54,189,10206,-3,9900,196,
01-Mar-26,West,B,,56,239,13384,-3,12982,248,
01-Apr-25,West,B,,31,218,6758,-3,6555,226,
01-May-25,West,B,,38,226,8588,-3,8330,235,
01-Jun-25,West,B,,36,134,4824,-3,4679,139,
01-Jul-25,West,B,,50,183,9150,-3,8876,190,
01-Aug-25,West,B,,49,239,11711,-3,11360,248,
01-Sep-25,West,B,,54,200,10800,-3,10476,208,
01-Oct-25,West,B,,31,217,6727,-3,6525,225,
01-Nov-25,West,B,,49,244,11956,-3,11597,253,
01-Dec-25,West,B,,35,200,7000,-3,6790,208,
01-Jan-26,West,B,,43,149,6407,-3,6215,155,
01-Feb-26,West,B,,50,216,10800,-3,10476,224,
01-Mar-26,West,B,,34,137,4658,-3,4518,142,
01-Apr-25,West,B,,40,158,6320,-4,6067,166,
01-May-25,West,B,,38,212,8056,-4,7734,222,
01-Jun-25,West,B,,48,230,11040,-4,10598,241,
01-Jul-25,West,B,,51,155,7905,-4,7589,162,
01-Aug-25,West,B,,37,219,8103,-4,7779,230,
01-Sep-25,West,B,,46,169,7774,-4,7463,177,
01-Oct-25,West,B,,55,180,9900,-4,9504,189,
01-Nov-25,West,B,,31,234,7254,-4,6964,245,
01-Dec-25,West,B,,33,172,5676,-4,5449,180,
01-Jan-26,West,B,,46,176,8096,-4,7772,184,
01-Feb-26,West,B,,54,189,10206,-4,9798,198,
01-Mar-26,West,B,,56,239,13384,-4,12849,250,
01-Apr-25,West,B,,31,218,6758,-4,6488,228,
01-May-25,West,B,,38,226,8588,-4,8244,237,
01-Jun-25,West,B,,36,134,4824,-4,4631,140,
01-Jul-25,West,B,,50,183,9150,-4,8784,192,
01-Aug-25,West,B,,49,239,11711,-4,11243,250,
01-Sep-25,West,B,,54,200,10800,-4,10368,210,
01-Oct-25,West,B,,31,217,6727,-4,6458,227,
01-Nov-25,West,B,,49,244,11956,-4,11478,256,
01-Dec-25,West,B,,35,200,7000,-4,6720,210,
01-Jan-26,West,B,,43,149,6407,-4,6151,156,
01-Feb-26,West,B,,50,216,10800,-4,10368,226,
01-Mar-26,West,B,,34,137,4658,-4,4472,144,
01-Apr-25,West,B,,40,158,6320,-5,6004,167,
01-May-25,West,B,,38,212,8056,-5,7653,225,
01-Jun-25,West,B,,48,230,11040,-5,10488,244,
01-Jul-25,West,B,,51,155,7905,-5,7510,164,
01-Aug-25,West,B,,37,219,8103,-5,7698,232,
01-Sep-25,West,B,,46,169,7774,-5,7385,179,
01-Oct-25,West,B,,55,180,9900,-5,9405,191,
01-Nov-25,West,B,,31,234,7254,-5,6891,248,
01-Dec-25,West,B,,33,172,5676,-5,5392,182,
01-Jan-26,West,B,,46,176,8096,-5,7691,187,
01-Feb-26,West,B,,54,189,10206,-5,9696,200,
01-Mar-26,West,B,,56,239,13384,-5,12715,253,
01-Apr-25,West,B,,31,218,6758,-5,6420,231,
01-May-25,West,B,,38,226,8588,-5,8159,240,
01-Jun-25,West,B,,36,134,4824,-5,4583,142,
01-Jul-25,West,B,,50,183,9150,-5,8693,194,
01-Aug-25,West,B,,49,239,11711,-5,11125,253,
01-Sep-25,West,B,,54,200,10800,-5,10260,212,
01-Oct-25,West,B,,31,217,6727,-5,6391,230,
01-Nov-25,West,B,,49,244,11956,-5,11358,259,
01-Dec-25,West,B,,35,200,7000,-5,6650,212,
01-Jan-26,West,B,,43,149,6407,-5,6087,158,
01-Feb-26,West,B,,50,216,10800,-5,10260,229,
01-Mar-26,West,B,,34,137,4658,-5,4425,145,
01-Apr-25,South,B,,42,65,2730,2,2785,63,
01-May-25,South,B,,30,104,3120,2,3182,102,
01-Jun-25,South,B,,36,94,3384,2,3452,92,
01-Jul-25,South,B,,29,94,2726,2,2781,92,
01-Aug-25,South,B,,32,92,2944,2,3003,90,
01-Sep-25,South,B,,34,170,5780,2,5896,166,
01-Oct-25,South,B,,21,93,1953,2,1992,91,
01-Nov-25,South,B,,14,143,2002,2,2042,140,
01-Dec-25,South,B,,37,174,6438,2,6567,170,
01-Jan-26,South,B,,21,128,2688,2,2742,125,
01-Feb-26,South,B,,44,84,3696,2,3770,82,
01-Mar-26,South,B,,31,126,3906,2,3984,123,
01-Apr-25,South,B,,47,158,7426,2,7575,154,
01-May-25,South,B,,35,77,2695,2,2749,75,
01-Jun-25,South,B,,41,87,3567,2,3638,85,
01-Jul-25,South,B,,33,126,4158,2,4241,123,
01-Aug-25,South,B,,36,121,4356,2,4443,118,
01-Sep-25,South,B,,38,109,4142,2,4225,106,
01-Oct-25,South,B,,24,70,1680,2,1714,68,
01-Nov-25,South,B,,16,124,1984,2,2024,121,
01-Dec-25,South,B,,41,169,6929,2,7068,165,
01-Jan-26,South,B,,23,151,3473,2,3542,147,
01-Feb-26,South,B,,51,84,4284,2,4370,82,
01-Mar-26,South,B,,34,99,3366,2,3433,97,
01-Apr-25,South,B,,42,65,2730,3,2812,63,
01-May-25,South,B,,30,104,3120,3,3214,100,
01-Jun-25,South,B,,36,94,3384,3,3486,91,
01-Jul-25,South,B,,29,94,2726,3,2808,91,
01-Aug-25,South,B,,32,92,2944,3,3032,89,
