Container ID,Date of Arrival,Size,Gate-In Time,Gate-Out Time,Days in Yard,Yard Location,Importer Name,Cargo Type
CNT100260,6/20/2024,TEU,6/20/2024 18:00,31:20.8,4,Yard A,Importer 8,Reeler_Hazardous
CNT100261,6/17/2024,TEU,6/17/2024 4:00,39:17.5,2,Yard A,Importer 8,Tank_Hazardous
CNT100262,6/30/2024,FEU,6/30/2024 16:00,01:04.1,2,Yard A,Importer 6,Tank_Hazardous
CNT100263,6/17/2024,TEU,6/17/2024 9:00,27:20.1,14,Yard C,Importer 2,Reeler
CNT100264,6/26/2024,FEU,6/26/2024 3:00,18:09.9,1,Yard C,Importer 5,General
CNT100265,6/20/2024,TEU,6/20/2024 23:00,30:22.2,4,Yard B,Importer 4,Reeler_Hazardous
CNT100266,6/12/2024,TEU,6/12/2024 13:00,36:37.2,5,Yard B,Importer 3,Reeler_Hazardous
CNT100267,6/30/2024,FEU,6/30/2024 22:00,32:45.7,10,Yard C,Importer 5,Reeler
CNT100268,6/7/2024,TEU,6/7/2024 5:00,40:17.5,11,Yard B,Importer 7,Hazardous
CNT100269,6/2/2024,TEU,6/2/2024 11:00,15:19.9,2,Yard C,Importer 9,General
CNT100270,6/3/2024,TEU,6/3/2024 19:00,44:45.7,1,Yard B,Importer 10,General
CNT100271,6/17/2024,TEU,6/17/2024 11:00,27:34.7,4,Yard B,Importer 1,Reeler_Hazardous
CNT100272,6/5/2024,FEU,6/5/2024 0:00,41:25.0,12,Yard C,Importer 5,Hazardous
CNT100273,6/17/2024,FEU,6/17/2024 11:00,50:19.1,2,Yard A,Importer 4,Tank_Hazardous
CNT100274,6/24/2024,FEU,6/24/2024 5:00,01:31.6,2,Yard A,Importer 1,Tank_Hazardous
CNT100275,6/17/2024,FEU,6/17/2024 3:00,43:06.2,8,Yard B,Importer 7,Hazardous
CNT100276,6/27/2024,TEU,6/27/2024 16:00,29:13.9,7,Yard A,Importer 2,Tank
CNT100277,6/17/2024,TEU,6/17/2024 9:00,15:08.6,10,Yard A,Importer 10,Reeler
CNT100278,6/2/2024,TEU,6/2/2024 18:00,23:14.8,2,Yard B,Importer 7,Tank_Hazardous
CNT100279,6/2/2024,TEU,6/2/2024 10:00,43:11.3,5,Yard A,Importer 7,Reeler_Hazardous
CNT100280,6/28/2024,TEU,6/28/2024 0:00,40:44.4,11,Yard C,Importer 6,Reeler
CNT100281,6/22/2024,FEU,6/22/2024 4:00,14:41.3,1,Yard C,Importer 9,General
CNT100282,6/23/2024,TEU,6/23/2024 23:00,40:10.3,5,Yard A,Importer 7,Tank
CNT100283,6/5/2024,TEU,6/5/2024 13:00,16:11.9,9,Yard C,Importer 8,Reeler
CNT100284,6/1/2024,TEU,6/1/2024 12:00,01:49.0,10,Yard C,Importer 4,Reeler
CNT100285,6/1/2024,FEU,6/1/2024 1:00,19:40.4,3,Yard A,Importer 4,Reeler_Hazardous
CNT100286,6/19/2024,FEU,6/19/2024 13:00,36:19.3,11,Yard C,Importer 7,Reeler
CNT100287,6/30/2024,FEU,6/30/2024 5:00,08:25.8,3,Yard B,Importer 4,General
CNT100288,6/2/2024,TEU,6/2/2024 5:00,55:13.5,3,Yard B,Importer 4,Reeler_Hazardous
CNT100289,6/21/2024,FEU,6/21/2024 20:00,06:26.9,14,Yard B,Importer 2,Reeler
CNT100290,6/12/2024,TEU,6/12/2024 22:00,48:22.0,2,Yard A,Importer 2,Tank_Hazardous
CNT100291,6/26/2024,FEU,6/26/2024 0:00,00:42.6,2,Yard C,Importer 5,Reeler_Hazardous
CNT100292,6/6/2024,TEU,6/6/2024 19:00,48:14.6,2,Yard A,Importer 7,Tank_Hazardous
CNT100293,6/23/2024,TEU,6/23/2024 10:00,51:30.1,3,Yard A,Importer 6,Reeler_Hazardous
CNT100294,6/4/2024,TEU,6/4/2024 21:00,01:10.6,4,Yard C,Importer 1,Tank
CNT100295,6/23/2024,FEU,6/23/2024 3:00,12:41.3,2,Yard C,Importer 9,Tank_Hazardous
CNT100296,6/11/2024,TEU,6/11/2024 5:00,52:20.1,5,Yard C,Importer 2,Tank
CNT100297,6/24/2024,FEU,6/24/2024 1:00,36:00.9,2,Yard A,Importer 3,General
CNT100298,6/27/2024,TEU,6/27/2024 19:00,39:01.6,6,Yard A,Importer 4,Reeler_Hazardous
CNT100299,6/17/2024,TEU,6/17/2024 4:00,05:24.4,5,Yard B,Importer 7,Reeler_Hazardous
CNT100300,6/6/2024,TEU,6/6/2024 14:00,55:01.7,2,Yard A,Importer 7,Tank_Hazardous
CNT100301,6/24/2024,TEU,6/24/2024 22:00,58:14.5,4,Yard C,Importer 2,Tank
CNT100302,6/5/2024,TEU,6/5/2024 7:00,40:19.3,4,Yard A,Importer 6,Reeler_Hazardous
CNT100303,6/20/2024,TEU,6/20/2024 16:00,56:26.4,2,Yard B,Importer 9,Tank_Hazardous
CNT100304,6/2/2024,FEU,6/2/2024 22:00,37:54.1,11,Yard C,Importer 9,Reeler
CNT100305,6/6/2024,TEU,6/6/2024 9:00,29:51.5,6,Yard B,Importer 3,Reeler_Hazardous
CNT100306,6/22/2024,FEU,6/22/2024 8:00,14:57.4,11,Yard A,Importer 3,Hazardous
CNT100307,6/11/2024,TEU,6/11/2024 1:00,25:43.4,7,Yard A,Importer 8,Tank
CNT100308,6/16/2024,FEU,6/16/2024 10:00,26:23.3,6,Yard B,Importer 1,Reeler_Hazardous
CNT100309,6/16/2024,TEU,6/16/2024 1:00,00:22.1,11,Yard B,Importer 5,Hazardous
CNT100310,6/1/2024,TEU,6/1/2024 15:00,00:00.0,16,Yard C,Importer 5,Hazardous
CNT100311,6/9/2024,TEU,6/9/2024 3:00,14:04.4,11,Yard C,Importer 7,Reeler
CNT100312,6/28/2024,TEU,6/28/2024 16:00,20:34.5,12,Yard B,Importer 9,Hazardous
CNT100313,6/27/2024,FEU,6/27/2024 8:00,49:26.8,2,Yard C,Importer 2,Tank_Hazardous
CNT100314,6/6/2024,TEU,6/6/2024 11:00,09:02.3,6,Yard B,Importer 8,Tank
CNT100315,6/16/2024,TEU,6/16/2024 4:00,19:46.3,2,Yard B,Importer 6,Tank_Hazardous
CNT100316,6/29/2024,FEU,6/29/2024 2:00,17:44.3,4,Yard A,Importer 5,Reeler_Hazardous
CNT100317,6/3/2024,TEU,6/3/2024 5:00,31:57.2,1,Yard B,Importer 1,General
CNT100318,6/20/2024,FEU,6/20/2024 6:00,12:47.8,10,Yard C,Importer 2,Reeler
CNT100319,6/28/2024,TEU,6/28/2024 3:00,55:26.7,13,Yard B,Importer 5,Reeler
CNT100320,6/27/2024,FEU,6/27/2024 13:00,00:26.6,7,Yard A,Importer 8,Tank
CNT100321,6/4/2024,TEU,6/4/2024 13:00,08:53.9,11,Yard C,Importer 9,Reeler
CNT100322,6/19/2024,TEU,6/19/2024 1:00,31:07.6,12,Yard B,Importer 7,Reeler
CNT100323,6/26/2024,TEU,6/26/2024 20:00,10:54.9,7,Yard A,Importer 2,Reeler
CNT100324,6/3/2024,FEU,6/3/2024 14:00,27:46.5,1,Yard C,Importer 3,General
CNT100325,6/19/2024,TEU,6/19/2024 11:00,37:16.5,4,Yard A,Importer 9,Tank
CNT100326,6/20/2024,TEU,6/20/2024 13:00,03:02.5,2,Yard A,Importer 8,Reeler_Hazardous
CNT100327,6/7/2024,FEU,6/7/2024 22:00,41:41.8,5,Yard C,Importer 6,Tank
CNT100328,6/20/2024,FEU,6/20/2024 9:00,31:47.0,6,Yard A,Importer 3,Reeler_Hazardous
CNT100329,6/9/2024,FEU,6/9/2024 2:00,34:16.0,11,Yard A,Importer 1,Reeler
CNT100330,6/1/2024,FEU,6/1/2024 1:00,02:40.4,1,Yard A,Importer 10,General
CNT100331,6/8/2024,TEU,6/8/2024 1:00,47:48.8,2,Yard C,Importer 6,General
CNT100332,6/7/2024,TEU,6/7/2024 10:00,24:20.4,2,Yard A,Importer 10,General
CNT100333,6/18/2024,FEU,6/18/2024 11:00,04:10.9,15,Yard B,Importer 6,Hazardous
CNT100334,6/8/2024,FEU,6/8/2024 14:00,51:42.6,1,Yard A,Importer 7,Tank_Hazardous
CNT100335,6/1/2024,TEU,6/1/2024 11:00,57:12.3,1,Yard B,Importer 9,General
CNT100336,6/11/2024,TEU,6/11/2024 10:00,57:14.7,10,Yard A,Importer 1,Hazardous
CNT100337,6/28/2024,FEU,6/28/2024 19:00,10:07.4,12,Yard B,Importer 8,Reeler
CNT100338,6/25/2024,TEU,6/25/2024 19:00,29:16.8,9,Yard C,Importer 6,Hazardous
CNT100339,6/25/2024,TEU,6/25/2024 13:00,57:39.9,2,Yard A,Importer 2,Tank_Hazardous
CNT100340,6/18/2024,TEU,6/18/2024 4:00,58:00.9,2,Yard B,Importer 7,General
CNT100341,6/23/2024,TEU,6/23/2024 18:00,47:41.2,2,Yard C,Importer 9,Tank_Hazardous
CNT100342,6/30/2024,FEU,6/30/2024 16:00,34:10.4,4,Yard A,Importer 1,Reeler_Hazardous
CNT100343,6/10/2024,TEU,6/10/2024 14:00,31:45.2,2,Yard A,Importer 8,Tank_Hazardous
CNT100344,6/3/2024,FEU,6/3/2024 19:00,30:45.2,1,Yard A,Importer 6,General
CNT100345,6/7/2024,TEU,6/7/2024 16:00,45:37.4,6,Yard C,Importer 2,Tank
CNT100346,6/28/2024,TEU,6/28/2024 11:00,56:10.4,9,Yard C,Importer 10,Reeler
CNT100347,6/16/2024,FEU,6/16/2024 7:00,04:54.4,4,Yard B,Importer 2,Tank
CNT100348,6/26/2024,TEU,6/26/2024 14:00,45:14.7,2,Yard A,Importer 1,Tank_Hazardous
CNT100349,6/16/2024,TEU,6/16/2024 20:00,48:41.1,5,Yard B,Importer 1,Reeler_Hazardous
CNT100350,6/25/2024,TEU,6/25/2024 1:00,23:51.9,6,Yard B,Importer 2,Tank
CNT100351,6/20/2024,TEU,6/20/2024 20:00,59:16.9,11,Yard B,Importer 10,Hazardous
CNT100352,6/28/2024,TEU,6/28/2024 20:00,57:50.2,6,Yard B,Importer 6,Reeler_Hazardous
CNT100353,6/17/2024,FEU,6/17/2024 16:00,41:45.9,8,Yard B,Importer 6,Hazardous
CNT100354,6/2/2024,FEU,6/2/2024 20:00,53:29.3,5,Yard A,Importer 3,Tank
CNT100355,6/1/2024,FEU,6/1/2024 23:00,17:10.6,5,Yard C,Importer 4,Tank
CNT100356,6/16/2024,TEU,6/16/2024 9:00,00:20.1,3,Yard B,Importer 9,Reeler_Hazardous
CNT100357,6/30/2024,TEU,6/30/2024 17:00,51:00.5,2,Yard C,Importer 2,General
CNT100358,6/12/2024,TEU,6/12/2024 23:00,31:36.0,9,Yard B,Importer 5,Hazardous
CNT100359,6/5/2024,TEU,6/5/2024 23:00,18:36.2,2,Yard A,Importer 1,General
CNT100360,6/5/2024,TEU,6/5/2024 11:00,17:47.2,2,Yard B,Importer 10,Tank_Hazardous
CNT100361,6/27/2024,TEU,6/27/2024 0:00,55:21.7,5,Yard B,Importer 9,Tank
CNT100362,6/23/2024,FEU,6/23/2024 3:00,48:19.6,12,Yard B,Importer 4,Hazardous
CNT100363,6/9/2024,TEU,6/9/2024 4:00,46:49.4,2,Yard A,Importer 2,Tank_Hazardous
CNT100364,6/9/2024,TEU,6/9/2024 23:00,26:23.7,6,Yard B,Importer 10,Tank
CNT100365,6/3/2024,FEU,6/3/2024 2:00,00:55.3,8,Yard A,Importer 9,Reeler
CNT100366,6/19/2024,TEU,6/19/2024 0:00,50:13.7,3,Yard C,Importer 7,Reeler_Hazardous
CNT100367,6/16/2024,FEU,6/16/2024 6:00,50:56.1,5,Yard C,Importer 7,Reeler_Hazardous
CNT100368,6/16/2024,FEU,6/16/2024 19:00,12:15.4,5,Yard C,Importer 7,Tank
CNT100369,6/3/2024,FEU,6/3/2024 11:00,13:38.8,4,Yard A,Importer 10,Reeler_Hazardous
CNT100370,6/20/2024,TEU,6/20/2024 20:00,53:29.7,8,Yard B,Importer 3,Reeler
CNT100371,6/24/2024,FEU,6/24/2024 5:00,25:21.3,11,Yard C,Importer 7,Reeler
CNT100372,6/22/2024,TEU,6/22/2024 19:00,43:02.6,5,Yard C,Importer 6,Tank
CNT100373,6/24/2024,FEU,6/24/2024 16:00,37:51.8,7,Yard B,Importer 10,Tank
CNT100374,6/1/2024,TEU,6/1/2024 10:00,25:28.3,1,Yard C,Importer 8,General
CNT100375,6/24/2024,TEU,6/24/2024 7:00,58:35.5,9,Yard C,Importer 5,Hazardous
CNT100376,6/20/2024,TEU,6/20/2024 10:00,01:23.4,5,Yard B,Importer 7,Tank
CNT100377,6/11/2024,TEU,6/11/2024 12:00,59:59.4,13,Yard A,Importer 3,Hazardous
CNT100378,6/17/2024,FEU,6/17/2024 8:00,13:09.8,10,Yard A,Importer 1,Hazardous
CNT100379,6/8/2024,FEU,6/8/2024 18:00,52:00.4,2,Yard C,Importer 7,Tank_Hazardous
CNT100380,6/4/2024,FEU,6/4/2024 19:00,35:59.3,11,Yard C,Importer 3,Reeler
CNT100381,6/6/2024,TEU,6/6/2024 4:00,01:50.4,11,Yard A,Importer 7,Reeler
CNT100382,6/8/2024,FEU,6/8/2024 9:00,28:02.7,9,Yard C,Importer 6,Reeler
CNT100383,6/20/2024,TEU,6/20/2024 12:00,55:15.7,6,Yard A,Importer 9,Reeler_Hazardous
CNT100384,6/30/2024,FEU,6/30/2024 4:00,04:15.6,2,Yard C,Importer 10,Tank_Hazardous
CNT100385,6/3/2024,FEU,6/3/2024 22:00,22:05.1,9,Yard C,Importer 1,Reeler
CNT100386,6/16/2024,TEU,6/16/2024 2:00,57:11.1,10,Yard A,Importer 9,Reeler
CNT100387,6/30/2024,FEU,6/30/2024 16:00,49:28.5,11,Yard B,Importer 2,Hazardous
CNT100388,6/25/2024,TEU,6/25/2024 21:00,55:38.8,12,Yard C,Importer 2,Hazardous
CNT100389,6/3/2024,TEU,6/3/2024 9:00,51:53.6,12,Yard C,Importer 2,Reeler
CNT100390,6/25/2024,TEU,6/25/2024 16:00,37:07.5,7,Yard B,Importer 9,Reeler_Hazardous
CNT100391,6/29/2024,TEU,6/29/2024 5:00,42:16.3,10,Yard C,Importer 7,Reeler
CNT100392,6/18/2024,FEU,6/18/2024 23:00,35:36.7,13,Yard B,Importer 1,Hazardous
CNT100393,6/14/2024,TEU,6/14/2024 13:00,48:28.2,3,Yard B,Importer 10,Tank_Hazardous
CNT100394,6/18/2024,TEU,6/18/2024 8:00,03:57.9,5,Yard A,Importer 1,Reeler_Hazardous
CNT100395,6/2/2024,TEU,6/2/2024 23:00,54:41.5,1,Yard B,Importer 7,General
CNT100396,6/22/2024,FEU,6/22/2024 4:00,15:13.7,2,Yard A,Importer 10,Tank_Hazardous
CNT100397,6/3/2024,FEU,6/3/2024 22:00,40:57.2,2,Yard A,Importer 1,Tank_Hazardous
CNT100398,6/16/2024,FEU,6/16/2024 21:00,37:52.6,8,Yard A,Importer 10,Reeler_Hazardous
CNT100399,6/29/2024,FEU,6/29/2024 19:00,07:21.5,5,Yard C,Importer 7,Reeler_Hazardous
CNT100400,6/9/2024,TEU,6/9/2024 7:00,19:00.7,11,Yard C,Importer 2,Reeler
CNT100401,6/4/2024,TEU,6/4/2024 15:00,08:08.3,2,Yard B,Importer 8,General
CNT100402,6/1/2024,TEU,6/1/2024 6:00,06:33.9,7,Yard A,Importer 10,Reeler_Hazardous
CNT100403,6/4/2024,TEU,6/4/2024 22:00,05:11.3,7,Yard C,Importer 3,Reeler_Hazardous
CNT100404,6/1/2024,FEU,6/1/2024 1:00,23:15.9,2,Yard C,Importer 8,Tank_Hazardous
CNT100405,6/14/2024,TEU,6/14/2024 8:00,08:44.7,10,Yard B,Importer 3,Reeler
CNT100406,6/21/2024,FEU,6/21/2024 20:00,38:41.5,14,Yard C,Importer 4,Reeler
CNT100407,6/16/2024,TEU,6/16/2024 9:00,26:09.5,14,Yard C,Importer 3,Hazardous
CNT100408,6/20/2024,TEU,6/20/2024 18:00,51:56.3,1,Yard C,Importer 8,General
CNT100409,6/24/2024,TEU,6/24/2024 3:00,25:30.3,12,Yard C,Importer 10,Hazardous
CNT100410,6/8/2024,FEU,6/8/2024 12:00,06:57.3,10,Yard C,Importer 4,Reeler
CNT100411,6/7/2024,FEU,6/7/2024 1:00,11:51.9,2,Yard C,Importer 9,Tank_Hazardous
CNT100412,6/3/2024,FEU,6/3/2024 18:00,51:28.1,2,Yard B,Importer 1,Tank_Hazardous
CNT100413,6/17/2024,TEU,6/17/2024 5:00,02:30.6,2,Yard A,Importer 4,General
CNT100414,6/1/2024,FEU,6/1/2024 15:00,52:40.9,5,Yard C,Importer 4,Tank
CNT100415,6/16/2024,TEU,6/16/2024 14:00,26:20.2,12,Yard A,Importer 2,Reeler
CNT100416,6/12/2024,TEU,6/12/2024 13:00,41:13.4,2,Yard B,Importer 7,Tank_Hazardous
CNT100417,6/27/2024,FEU,6/27/2024 12:00,48:44.8,4,Yard B,Importer 3,Reeler_Hazardous
CNT100418,6/19/2024,TEU,6/19/2024 16:00,00:57.8,5,Yard A,Importer 6,Tank
CNT100419,6/22/2024,FEU,6/22/2024 17:00,52:37.7,1,Yard A,Importer 5,General
CNT100420,6/23/2024,TEU,6/23/2024 19:00,03:43.3,4,Yard B,Importer 10,Reeler_Hazardous
CNT100421,6/22/2024,TEU,6/22/2024 0:00,42:46.3,9,Yard C,Importer 9,Reeler
CNT100422,6/14/2024,FEU,6/14/2024 21:00,58:08.2,12,Yard A,Importer 10,Reeler
CNT100423,6/30/2024,TEU,6/30/2024 3:00,18:41.5,5,Yard A,Importer 4,Reeler_Hazardous
CNT100424,6/6/2024,FEU,6/6/2024 15:00,44:48.7,6,Yard C,Importer 5,Tank
CNT100425,6/6/2024,TEU,6/6/2024 17:00,57:21.4,12,Yard A,Importer 7,Hazardous
CNT100426,6/13/2024,FEU,6/13/2024 9:00,30:40.2,1,Yard C,Importer 8,General
CNT100427,6/19/2024,TEU,6/19/2024 19:00,15:08.4,3,Yard B,Importer 6,Reeler_Hazardous
CNT100428,6/22/2024,TEU,6/22/2024 7:00,52:35.5,5,Yard A,Importer 1,Reeler_Hazardous
CNT100429,6/8/2024,TEU,6/8/2024 5:00,22:55.1,4,Yard C,Importer 7,Tank
CNT100430,6/27/2024,TEU,6/27/2024 16:00,26:26.3,10,Yard C,Importer 2,Hazardous
CNT100431,6/27/2024,FEU,6/27/2024 4:00,56:24.4,2,Yard B,Importer 9,Tank_Hazardous
CNT100432,6/2/2024,TEU,6/2/2024 21:00,56:02.6,1,Yard A,Importer 4,General
CNT100433,6/21/2024,TEU,6/21/2024 3:00,48:53.7,14,Yard C,Importer 10,Hazardous
CNT100434,6/30/2024,TEU,6/30/2024 3:00,46:12.8,6,Yard A,Importer 8,Reeler_Hazardous
CNT100435,6/1/2024,TEU,6/1/2024 18:00,00:39.3,2,Yard C,Importer 4,Tank_Hazardous
CNT100436,6/28/2024,FEU,6/28/2024 21:00,28:51.6,13,Yard A,Importer 7,Reeler
CNT100437,6/15/2024,FEU,6/15/2024 8:00,16:48.1,2,Yard A,Importer 10,Tank_Hazardous
CNT100438,6/1/2024,TEU,6/1/2024 12:00,20:47.5,7,Yard C,Importer 9,Reeler
CNT100439,6/5/2024,FEU,6/5/2024 6:00,33:51.5,11,Yard C,Importer 6,Hazardous
CNT100440,6/28/2024,TEU,6/28/2024 21:00,07:18.8,14,Yard A,Importer 1,Reeler
CNT100441,6/29/2024,TEU,6/29/2024 17:00,53:39.1,10,Yard A,Importer 8,Reeler
CNT100442,6/16/2024,FEU,6/16/2024 21:00,13:44.8,6,Yard B,Importer 2,Reeler_Hazardous
CNT100443,6/19/2024,TEU,6/19/2024 22:00,08:55.5,12,Yard C,Importer 7,Reeler
CNT100444,6/4/2024,FEU,6/4/2024 17:00,14:02.0,13,Yard A,Importer 6,Reeler
CNT100445,6/3/2024,FEU,6/3/2024 16:00,10:40.8,1,Yard A,Importer 9,General
CNT100446,6/17/2024,TEU,6/17/2024 21:00,46:37.0,6,Yard C,Importer 10,Reeler_Hazardous
CNT100447,6/17/2024,FEU,6/17/2024 7:00,12:05.3,7,Yard A,Importer 2,Hazardous
CNT100448,6/12/2024,FEU,6/12/2024 10:00,36:03.4,12,Yard A,Importer 10,Hazardous
CNT100449,6/28/2024,TEU,6/28/2024 5:00,36:39.9,13,Yard B,Importer 2,Hazardous
CNT100450,6/30/2024,FEU,6/30/2024 7:00,53:34.6,6,Yard B,Importer 9,Tank
CNT100451,6/29/2024,TEU,6/29/2024 21:00,05:21.5,15,Yard C,Importer 6,Hazardous
CNT100452,6/14/2024,FEU,6/14/2024 21:00,17:59.0,7,Yard C,Importer 3,Tank
CNT100453,6/21/2024,FEU,6/21/2024 7:00,24:54.3,2,Yard C,Importer 2,Tank_Hazardous
CNT100454,6/6/2024,TEU,6/6/2024 18:00,26:31.4,1,Yard B,Importer 1,General
CNT100455,6/3/2024,TEU,6/3/2024 14:00,04:52.5,3,Yard B,Importer 5,Reeler_Hazardous
CNT100456,6/28/2024,FEU,6/28/2024 18:00,48:41.3,5,Yard B,Importer 1,Tank
CNT100457,6/9/2024,TEU,6/9/2024 5:00,19:05.7,6,Yard A,Importer 7,Reeler_Hazardous
CNT100458,6/5/2024,TEU,6/5/2024 3:00,28:18.8,2,Yard B,Importer 3,Tank_Hazardous
CNT100459,6/24/2024,TEU,6/24/2024 22:00,22:19.5,3,Yard B,Importer 1,Reeler_Hazardous
CNT100460,6/29/2024,TEU,6/29/2024 6:00,18:25.9,7,Yard C,Importer 4,Tank
CNT100461,6/17/2024,TEU,6/17/2024 1:00,33:35.9,16,Yard B,Importer 5,Hazardous
CNT100462,6/14/2024,TEU,6/14/2024 1:00,07:27.2,2,Yard B,Importer 6,Tank_Hazardous
CNT100463,6/21/2024,TEU,6/21/2024 21:00,33:54.7,10,Yard A,Importer 8,Hazardous
CNT100464,6/3/2024,FEU,6/3/2024 13:00,01:39.3,2,Yard B,Importer 10,Tank_Hazardous
CNT100465,6/28/2024,TEU,6/28/2024 8:00,23:19.8,12,Yard C,Importer 5,Hazardous
CNT100466,6/1/2024,TEU,6/1/2024 6:00,19:08.9,13,Yard A,Importer 1,Reeler
CNT100467,6/20/2024,TEU,6/20/2024 21:00,06:56.2,3,Yard B,Importer 4,Reeler_Hazardous
CNT100468,6/29/2024,TEU,6/29/2024 4:00,12:39.2,1,Yard B,Importer 3,General
CNT100469,6/21/2024,TEU,6/21/2024 23:00,51:44.8,12,Yard B,Importer 8,Hazardous
CNT100470,6/23/2024,TEU,6/23/2024 11:00,24:41.3,4,Yard A,Importer 7,Reeler_Hazardous
CNT100471,6/1/2024,TEU,6/1/2024 17:00,03:32.7,4,Yard A,Importer 3,Reeler_Hazardous
CNT100472,6/3/2024,FEU,6/3/2024 18:00,41:36.4,2,Yard B,Importer 10,Tank_Hazardous
CNT100473,6/18/2024,FEU,6/18/2024 15:00,00:00.0,1,Yard C,Importer 1,Reeler_Hazardous
CNT100474,6/25/2024,FEU,6/25/2024 11:00,43:35.4,5,Yard B,Importer 1,Tank
CNT100475,6/10/2024,FEU,6/10/2024 5:00,11:22.3,5,Yard A,Importer 4,Tank
CNT100476,6/22/2024,FEU,6/22/2024 0:00,46:14.3,11,Yard A,Importer 5,Reeler
CNT100477,6/26/2024,TEU,6/26/2024 11:00,23:30.3,5,Yard A,Importer 7,Tank
CNT100478,6/3/2024,FEU,6/3/2024 23:00,45:40.6,4,Yard C,Importer 1,Tank
CNT100479,6/8/2024,TEU,6/8/2024 10:00,53:03.4,2,Yard B,Importer 4,Tank_Hazardous
CNT100480,6/14/2024,FEU,6/14/2024 10:00,35:12.9,5,Yard B,Importer 4,Reeler_Hazardous
CNT100481,6/24/2024,FEU,6/24/2024 8:00,46:58.5,9,Yard A,Importer 3,Hazardous
CNT100482,6/18/2024,TEU,6/18/2024 1:00,34:06.7,1,Yard B,Importer 5,Tank_Hazardous
CNT100483,6/15/2024,TEU,6/15/2024 20:00,40:10.6,2,Yard C,Importer 5,General
CNT100484,6/22/2024,TEU,6/22/2024 7:00,05:34.1,1,Yard C,Importer 2,General
CNT100485,6/23/2024,FEU,6/23/2024 0:00,11:36.6,6,Yard B,Importer 5,Tank
CNT100486,6/2/2024,FEU,6/2/2024 0:00,48:23.9,5,Yard B,Importer 6,Reeler_Hazardous
CNT100487,6/27/2024,FEU,6/27/2024 11:00,00:18.8,4,Yard B,Importer 1,Tank
CNT100488,6/10/2024,TEU,6/10/2024 3:00,08:57.9,8,Yard B,Importer 4,Reeler
CNT100489,6/2/2024,FEU,6/2/2024 0:00,31:47.5,12,Yard B,Importer 9,Reeler
CNT100490,6/26/2024,TEU,6/26/2024 11:00,25:36.4,12,Yard B,Importer 10,Reeler
CNT100491,6/17/2024,FEU,6/17/2024 13:00,57:17.7,1,Yard A,Importer 10,General
CNT100492,6/8/2024,TEU,6/8/2024 0:00,44:22.2,3,Yard A,Importer 10,Reeler_Hazardous
CNT100493,6/1/2024,TEU,6/1/2024 11:00,25:01.5,2,Yard A,Importer 6,General
CNT100494,6/9/2024,TEU,6/9/2024 4:00,52:10.9,2,Yard C,Importer 8,Reeler_Hazardous
CNT100495,6/11/2024,FEU,6/11/2024 1:00,57:38.9,5,Yard C,Importer 8,Tank
CNT100496,6/22/2024,FEU,6/22/2024 3:00,56:37.8,2,Yard C,Importer 6,General
CNT100497,6/16/2024,TEU,6/16/2024 23:00,19:03.7,11,Yard C,Importer 8,Hazardous
CNT100498,6/7/2024,TEU,6/7/2024 10:00,05:03.7,5,Yard A,Importer 1,Tank
CNT100499,6/29/2024,FEU,6/29/2024 21:00,25:16.7,2,Yard B,Importer 3,Tank_Hazardous
CNT100500,6/10/2024,TEU,6/10/2024 17:00,16:37.5,2,Yard B,Importer 5,Tank_Hazardous
CNT100501,6/23/2024,FEU,6/23/2024 18:00,07:49.5,2,Yard B,Importer 7,General
CNT100502,6/26/2024,TEU,6/26/2024 17:00,28:49.5,5,Yard C,Importer 9,Reeler_Hazardous
CNT100503,6/3/2024,TEU,6/3/2024 19:00,04:07.1,5,Yard A,Importer 4,Reeler_Hazardous
CNT100504,6/18/2024,FEU,6/18/2024 14:00,11:11.8,12,Yard B,Importer 8,Reeler
CNT100505,6/25/2024,FEU,6/25/2024 20:00,29:38.5,13,Yard C,Importer 1,Reeler
CNT100506,6/24/2024,TEU,6/24/2024 14:00,15:37.9,1,Yard C,Importer 4,General
CNT100507,6/13/2024,TEU,6/13/2024 8:00,01:29.5,6,Yard C,Importer 5,Reeler_Hazardous
CNT100508,6/28/2024,FEU,6/28/2024 22:00,34:53.4,14,Yard B,Importer 3,Hazardous
CNT100509,6/26/2024,TEU,6/26/2024 7:00,09:47.1,2,Yard A,Importer 1,Tank_Hazardous
CNT100510,6/7/2024,FEU,6/7/2024 22:00,44:33.9,5,Yard B,Importer 10,Tank
CNT100511,6/25/2024,TEU,6/25/2024 9:00,27:03.7,5,Yard A,Importer 6,Reeler_Hazardous
CNT100512,6/4/2024,TEU,6/4/2024 7:00,50:21.5,10,Yard A,Importer 6,Reeler
CNT100513,6/13/2024,FEU,6/13/2024 10:00,52:47.5,2,Yard B,Importer 3,General
CNT100514,6/20/2024,FEU,6/20/2024 20:00,35:20.4,6,Yard B,Importer 6,Reeler_Hazardous
CNT100515,6/1/2024,TEU,6/1/2024 18:00,32:40.9,4,Yard C,Importer 10,Reeler_Hazardous
CNT100516,6/8/2024,FEU,6/8/2024 11:00,21:57.3,1,Yard C,Importer 10,General
CNT100517,6/14/2024,TEU,6/14/2024 6:00,32:42.2,11,Yard B,Importer 8,Hazardous
CNT100518,6/16/2024,TEU,6/16/2024 0:00,09:59.9,2,Yard B,Importer 1,Tank_Hazardous
