Month,Region,SKU,Quantity,Percentage Revenue Change,Projected Demand,Percent Demand Change (%)
01-08-2024,West,C,239,2,222,-7.00%
01-09-2024,West,C,200,2,180,-10.00%
01-10-2024,West,C,217,2,200,-7.70%
01-11-2024,West,C,244,2,219,-10.20%
01-12-2024,West,C,200,2,191,-4.40%
01-01-2025,West,C,149,2,139,-6.90%
01-02-2025,West,C,216,2,197,-8.80%
01-03-2025,West,C,137,2,122,-11.10%
01-04-2021,North,B,213,2,209,-2.10%
01-05-2021,North,B,165,2,147,-11.10%
01-06-2021,North,B,99,2,92,-6.60%
01-07-2021,North,B,163,2,158,-3.30%
01-08-2021,North,B,89,2,78,-11.90%
01-09-2021,North,B,184,2,180,-2.30%
01-10-2021,North,B,134,2,126,-5.70%
01-11-2021,North,B,187,2,166,-11.40%
01-12-2021,North,B,216,2,195,-9.80%
01-01-2022,North,B,167,2,164,-2.10%
01-02-2022,North,B,253,2,236,-6.70%
01-03-2022,North,B,120,2,111,-7.50%
01-04-2022,North,B,159,2,146,-7.90%
01-05-2022,North,B,209,2,192,-7.90%
01-06-2022,North,B,108,2,100,-7.30%
01-07-2022,North,B,212,2,206,-2.80%
01-08-2022,North,B,200,2,183,-8.70%
01-09-2022,North,B,93,2,87,-6.80%
01-10-2022,North,B,207,2,202,-2.50%
01-11-2022,North,B,258,2,246,-4.60%
01-12-2022,North,B,143,2,128,-10.80%
01-01-2023,North,B,145,2,131,-9.60%
01-02-2023,North,B,128,2,115,-10.40%
01-03-2023,North,B,97,2,88,-9.70%
01-04-2023,North,B,141,2,138,-2.20%
01-05-2023,North,B,195,2,186,-4.70%
01-06-2023,North,B,175,2,171,-2.10%
01-07-2023,North,B,206,2,185,-10.20%
01-08-2023,North,B,89,2,86,-3.50%
01-09-2023,North,B,244,2,223,-8.50%
01-10-2023,North,B,130,2,122,-6.30%
01-11-2023,North,B,244,2,229,-6.10%
01-12-2023,North,B,168,2,160,-4.80%
01-01-2024,North,B,215,2,195,-9.10%
01-02-2024,North,B,231,2,222,-4.00%
01-03-2024,North,B,194,2,189,-2.80%
01-04-2024,North,B,187,2,180,-3.60%
01-05-2024,North,B,123,2,108,-11.90%
01-06-2024,North,B,100,2,91,-9.10%
01-07-2024,North,B,94,2,89,-5.40%
01-08-2024,North,B,154,2,145,-6.00%
01-09-2024,North,B,234,2,224,-4.40%
01-10-2024,North,B,225,2,213,-5.30%
01-11-2024,North,B,104,2,100,-3.60%
01-12-2024,North,B,121,2,110,-9.00%
01-01-2025,North,B,196,2,185,-5.50%
01-02-2025,North,B,134,2,120,-10.20%
01-03-2025,North,B,212,2,198,-6.60%
01-04-2021,North,B,218,2,207,-5.20%
01-05-2021,North,B,235,2,211,-10.10%
01-06-2021,North,B,95,2,85,-10.80%
01-07-2021,North,B,185,2,170,-8.00%
01-08-2021,North,B,179,2,173,-3.40%
01-09-2021,North,B,120,2,107,-11.10%
01-10-2021,North,B,234,2,223,-4.60%
01-11-2021,North,B,189,2,184,-2.50%
01-12-2021,North,B,139,2,136,-2.30%
01-01-2022,North,B,180,2,164,-9.10%
01-02-2022,North,B,151,2,143,-5.40%
01-03-2022,North,B,149,2,145,-3.00%
01-04-2022,North,B,92,2,86,-6.20%
01-05-2022,North,B,234,2,214,-8.60%
01-06-2022,North,B,170,2,158,-7.00%
01-07-2022,North,B,213,2,208,-2.30%
01-08-2022,North,B,101,2,89,-11.50%
01-09-2022,North,B,195,2,176,-9.90%
01-10-2022,North,B,216,2,192,-11.30%
01-11-2022,North,B,238,2,225,-5.60%
01-12-2022,North,B,210,2,193,-8.20%
01-01-2023,North,B,137,2,123,-10.40%
01-02-2023,North,B,219,2,207,-5.30%
01-03-2023,North,B,183,2,165,-9.80%
01-04-2023,North,B,94,2,83,-11.70%
01-05-2023,North,B,144,2,134,-7.00%
01-06-2023,North,B,108,2,97,-10.20%
01-07-2023,North,B,162,2,158,-2.50%
01-08-2023,North,B,142,2,132,-7.10%
01-09-2023,North,B,150,2,144,-4.10%
01-10-2023,North,B,110,2,106,-4.10%
01-11-2023,North,B,119,2,107,-10.00%
01-12-2023,North,B,117,2,113,-3.60%
01-01-2024,North,B,121,2,115,-5.20%
01-02-2024,North,B,109,2,100,-8.10%
01-03-2024,North,B,119,2,116,-2.60%
01-04-2024,North,B,157,2,153,-2.30%
01-05-2024,North,B,142,2,137,-3.30%
01-06-2024,North,B,94,2,86,-8.40%
01-07-2024,North,B,164,2,152,-7.40%
01-08-2024,North,B,152,2,148,-2.50%
01-09-2024,North,B,75,2,67,-10.50%
01-10-2024,North,B,62,2,60,-3.20%
01-11-2024,North,B,116,2,110,-4.90%
01-12-2024,North,B,95,2,88,-6.90%
01-01-2025,North,B,168,2,162,-3.30%
01-02-2025,North,B,90,2,83,-7.50%
01-03-2025,North,B,153,2,138,-9.80%
01-04-2021,South,B,234,2,212,-9.50%
01-05-2021,South,B,148,2,133,-10.20%
01-06-2021,South,B,213,2,197,-7.30%
01-07-2021,South,B,252,2,228,-9.30%
01-08-2021,South,B,154,2,139,-10.00%
01-09-2021,South,B,131,2,121,-7.40%
01-10-2021,South,B,215,2,195,-9.10%
01-11-2021,South,B,206,2,191,-7.30%
01-12-2021,South,B,211,2,191,-9.40%
01-01-2022,South,B,162,2,153,-5.30%
01-02-2022,South,B,184,2,172,-6.50%
01-03-2022,South,B,133,2,128,-3.90%
01-04-2022,South,B,167,2,161,-3.30%
01-05-2022,South,B,238,2,228,-4.20%
01-06-2022,South,B,200,2,187,-6.40%
01-07-2022,South,B,245,2,226,-7.60%
01-08-2022,South,B,253,2,231,-8.80%
01-09-2022,South,B,240,2,226,-6.00%
01-10-2022,South,B,182,2,167,-8.10%
01-11-2022,South,B,191,2,174,-8.70%
01-12-2022,South,B,204,2,183,-10.50%
01-01-2023,South,B,204,2,184,-9.70%
01-02-2023,South,B,185,2,163,-11.70%
01-03-2023,South,B,196,2,174,-11.40%
01-04-2023,South,B,297,2,279,-5.90%
01-05-2023,South,B,417,2,382,-8.40%
01-06-2023,South,B,362,2,346,-4.40%
01-07-2023,South,B,436,2,411,-5.60%
01-08-2023,South,B,415,2,405,-2.30%
01-09-2023,South,B,412,2,368,-10.70%
01-10-2023,South,B,302,2,277,-8.40%
01-11-2023,South,B,300,2,277,-7.70%
01-12-2023,South,B,376,2,362,-3.80%
01-01-2024,South,B,302,2,267,-11.70%
01-02-2024,South,B,265,2,254,-4.00%
01-03-2024,South,B,339,2,327,-3.40%
01-04-2024,South,B,65,2,61,-6.40%
01-05-2024,South,B,104,2,97,-6.80%
01-06-2024,South,B,94,2,86,-8.10%
01-07-2024,South,B,94,2,85,-9.20%
01-08-2024,South,B,92,2,89,-2.70%
01-09-2024,South,B,170,2,162,-4.50%
01-10-2024,South,B,93,2,91,-2.70%
01-11-2024,South,B,143,2,134,-6.50%
01-12-2024,South,B,174,2,162,-6.90%
01-01-2025,South,B,128,2,118,-8.10%
01-02-2025,South,B,84,2,79,-5.90%
01-03-2025,South,B,126,2,114,-9.70%
01-04-2021,South,B,158,2,139,-11.80%
01-05-2021,South,B,77,2,75,-2.20%
01-06-2021,South,B,87,2,84,-3.20%
01-07-2021,South,B,126,2,122,-3.30%
01-08-2021,South,B,121,2,115,-5.10%
01-09-2021,South,B,109,2,100,-8.10%
01-10-2021,South,B,70,2,67,-4.50%
01-11-2021,South,B,124,2,116,-6.80%
01-12-2021,South,B,169,2,160,-5.40%
01-01-2022,South,B,151,2,141,-6.40%
01-02-2022,South,B,84,2,81,-3.50%
01-03-2022,South,B,99,2,94,-5.10%
01-04-2022,South,B,158,2,145,-8.10%
01-05-2022,South,B,212,2,194,-8.50%
01-06-2022,South,B,230,2,221,-3.90%
01-07-2022,South,B,155,2,150,-3.30%
01-08-2022,South,B,219,2,196,-10.30%
01-09-2022,South,B,169,2,164,-2.70%
01-10-2022,South,B,180,2,163,-9.40%
01-11-2022,South,B,234,2,224,-4.20%
01-12-2022,South,B,172,2,157,-8.70%
01-01-2023,South,B,176,2,167,-5.20%
01-02-2023,South,B,189,2,167,-11.70%
01-03-2023,South,B,239,2,234,-2.10%
01-04-2023,South,B,218,2,208,-4.70%
01-05-2023,South,B,226,2,209,-7.70%
01-06-2023,South,B,134,2,126,-6.20%
01-07-2023,South,B,183,2,176,-3.90%
01-08-2023,South,B,239,2,228,-4.70%
01-09-2023,South,B,200,2,181,-9.70%
01-10-2023,South,B,217,2,201,-7.40%
01-11-2023,South,B,244,2,233,-4.60%
01-12-2023,South,B,200,2,190,-5.10%
01-01-2024,South,B,149,2,131,-11.90%
01-02-2024,South,B,216,2,204,-5.70%
01-03-2024,South,B,137,2,132,-3.50%
01-04-2024,South,B,213,2,193,-9.40%
01-05-2024,South,B,165,2,161,-2.50%
01-06-2024,South,B,99,2,93,-5.80%
01-07-2024,South,B,163,2,160,-2.10%
01-08-2024,South,B,89,2,82,-7.90%
01-09-2024,South,B,184,2,166,-10.10%
01-10-2024,South,B,134,2,120,-10.50%
01-11-2024,South,B,187,2,171,-8.50%
01-12-2024,South,B,216,2,199,-7.70%
01-01-2025,South,B,167,2,164,-2.10%
01-02-2025,South,B,253,2,223,-11.90%
01-03-2025,South,B,120,2,112,-7.10%
01-04-2021,West,B,159,2,155,-2.20%
01-05-2021,West,B,209,2,189,-9.60%
01-06-2021,West,B,108,2,98,-9.60%
01-07-2021,West,B,212,2,205,-3.50%
01-08-2021,West,B,200,2,192,-3.80%
01-09-2021,West,B,93,2,84,-9.20%
01-10-2021,West,B,207,2,193,-6.70%
01-11-2021,West,B,258,2,251,-2.70%
01-12-2021,West,B,143,2,128,-10.30%
01-01-2022,West,B,145,2,130,-10.40%
01-02-2022,West,B,128,2,116,-9.50%
01-03-2022,West,B,97,2,93,-4.50%
01-04-2022,West,B,141,2,135,-4.30%
01-05-2022,West,B,195,2,177,-9.20%
01-06-2022,West,B,175,2,163,-6.70%
01-07-2022,West,B,206,2,200,-2.90%
01-08-2022,West,B,89,2,82,-8.30%
01-09-2022,West,B,244,2,232,-4.80%
01-10-2022,West,B,130,2,119,-8.60%
01-11-2022,West,B,244,2,235,-3.70%
01-12-2022,West,B,168,2,158,-5.90%
01-01-2023,West,B,215,2,190,-11.70%
01-02-2023,West,B,231,2,209,-9.60%
01-03-2023,West,B,194,2,189,-2.70%
01-04-2023,West,B,187,2,181,-3.30%
01-05-2023,West,B,123,2,117,-5.10%
01-06-2023,West,B,100,2,92,-7.60%
01-07-2023,West,B,94,2,88,-6.60%
01-08-2023,West,B,154,2,138,-10.60%
01-09-2023,West,B,234,2,220,-6.10%
01-10-2023,West,B,225,2,208,-7.60%
01-11-2023,West,B,104,2,94,-9.20%
01-12-2023,West,B,121,2,107,-12.00%
01-01-2024,West,B,196,2,188,-4.30%
01-02-2024,West,B,134,2,122,-9.30%
01-03-2024,West,B,212,2,192,-9.70%
01-04-2024,West,B,218,2,198,-9.00%
01-05-2024,West,B,235,2,221,-6.10%
01-06-2024,West,B,95,2,89,-6.70%
01-07-2024,West,B,185,2,173,-6.50%
01-08-2024,West,B,179,2,168,-6.10%
01-09-2024,West,B,120,2,111,-7.70%
01-10-2024,West,B,234,2,225,-4.00%
01-11-2024,West,B,189,2,184,-2.80%
01-12-2024,West,B,139,2,135,-2.90%
01-01-2025,West,B,180,2,166,-8.00%
01-02-2025,West,B,151,2,146,-3.20%
01-03-2025,West,B,149,2,138,-7.50%
01-04-2021,West,B,92,2,87,-5.90%
01-05-2021,West,B,234,2,213,-8.90%
01-06-2021,West,B,170,2,157,-7.70%
01-07-2021,West,B,213,2,193,-9.30%
01-08-2021,West,B,101,2,89,-11.70%
01-09-2021,West,B,195,2,185,-5.00%
01-10-2021,West,B,216,2,211,-2.10%
01-11-2021,West,B,238,2,216,-9.10%
01-12-2021,West,B,210,2,204,-3.00%
01-01-2022,West,B,137,2,121,-11.90%
01-02-2022,West,B,219,2,202,-7.70%
01-03-2022,West,B,183,2,175,-4.40%
01-04-2022,West,B,94,2,87,-7.30%
01-05-2022,West,B,144,2,129,-10.20%
01-06-2022,West,B,108,2,101,-6.80%
01-07-2022,West,B,162,2,146,-9.90%
01-08-2022,West,B,142,2,125,-11.60%
01-09-2022,West,B,150,2,133,-11.30%
01-10-2022,West,B,110,2,101,-8.40%
01-11-2022,West,B,119,2,116,-2.10%
01-12-2022,West,B,117,2,109,-6.50%
01-01-2023,West,B,121,2,108,-11.10%
01-02-2023,West,B,109,2,103,-5.50%
01-03-2023,West,B,119,2,112,-5.60%
01-04-2023,West,B,157,2,147,-6.70%
01-05-2023,West,B,142,2,131,-7.60%
01-06-2023,West,B,94,2,85,-9.80%
01-07-2023,West,B,164,2,152,-7.10%
01-08-2023,West,B,152,2,141,-7.30%
01-09-2023,West,B,75,2,66,-11.50%
01-10-2023,West,B,62,2,56,-9.80%
01-11-2023,West,B,116,2,112,-3.20%
01-12-2023,West,B,95,2,87,-8.40%
01-01-2024,West,B,168,2,154,-8.20%
01-02-2024,West,B,90,2,81,-9.50%
01-03-2024,West,B,153,2,148,-3.60%
01-04-2024,West,B,234,2,227,-3.10%
01-05-2024,West,B,148,2,140,-5.20%
01-06-2024,West,B,213,2,196,-8.20%
01-07-2024,West,B,252,2,232,-7.70%
01-08-2024,West,B,154,2,143,-7.10%
01-09-2024,West,B,131,2,116,-11.30%
01-10-2024,West,B,215,2,192,-10.80%
01-11-2024,West,B,206,2,201,-2.70%
01-12-2024,West,B,211,2,193,-8.50%
01-01-2025,West,B,162,2,151,-6.60%
01-02-2025,West,B,184,2,176,-4.10%
01-03-2025,West,B,133,2,128,-3.90%
01-04-2025,North,B,167,3,148,-11.50%
01-05-2025,North,B,238,3,223,-6.20%
01-06-2025,North,B,200,3,192,-3.90%
01-07-2025,North,B,245,3,240,-2.10%
01-08-2025,North,B,253,3,234,-7.60%
01-09-2025,North,B,240,3,224,-6.50%
01-10-2025,North,B,182,3,174,-4.60%
01-11-2025,North,B,191,3,169,-11.40%
01-12-2025,North,B,204,3,187,-8.50%
01-01-2026,North,B,204,3,197,-3.20%
01-02-2026,North,B,185,3,181,-2.10%
01-03-2026,North,B,196,3,185,-5.50%
01-04-2025,North,B,297,3,264,-11.00%
01-05-2025,North,B,417,3,370,-11.40%
01-06-2025,North,B,362,3,339,-6.40%
01-07-2025,North,B,436,3,405,-7.00%
01-08-2025,North,B,415,3,397,-4.40%
01-09-2025,North,B,412,3,375,-9.00%
01-10-2025,North,B,302,3,268,-11.20%
01-11-2025,North,B,300,3,287,-4.40%
01-12-2025,North,B,376,3,362,-3.80%
01-01-2026,North,B,302,3,286,-5.20%
01-02-2026,North,B,265,3,238,-10.20%
01-03-2026,North,B,339,3,306,-9.80%
01-04-2025,South,B,65,3,64,-2.00%
01-05-2025,South,B,104,3,98,-5.60%
01-06-2025,South,B,94,3,86,-8.90%
01-07-2025,South,B,94,3,84,-10.40%
01-08-2025,South,B,92,3,90,-2.60%
01-09-2025,South,B,170,3,166,-2.50%
01-10-2025,South,B,93,3,91,-2.10%
01-11-2025,South,B,143,3,132,-7.70%
01-12-2025,South,B,174,3,154,-11.70%
01-01-2026,South,B,128,3,122,-4.40%
01-02-2026,South,B,84,3,77,-7.90%
01-03-2026,South,B,126,3,115,-8.60%
01-04-2025,South,B,158,3,148,-6.60%
01-05-2025,South,B,77,3,75,-2.50%
01-06-2025,South,B,87,3,84,-3.30%
01-07-2025,South,B,126,3,118,-6.30%
01-08-2025,South,B,121,3,116,-3.90%
01-09-2025,South,B,109,3,104,-4.20%
01-10-2025,South,B,70,3,63,-9.60%
01-11-2025,South,B,124,3,115,-7.50%
01-12-2025,South,B,169,3,162,-4.00%
01-01-2026,South,B,151,3,139,-7.90%
01-02-2026,South,B,84,3,78,-6.90%
01-03-2026,South,B,99,3,87,-11.90%
01-04-2025,West,B,158,3,144,-8.60%
01-05-2025,West,B,212,3,203,-4.40%
01-06-2025,West,B,230,3,223,-2.90%
01-07-2025,West,B,155,3,138,-11.30%
01-08-2025,West,B,219,3,208,-4.90%
01-09-2025,West,B,169,3,157,-7.30%
01-10-2025,West,B,180,3,161,-10.40%
01-11-2025,West,B,234,3,215,-8.30%
01-12-2025,West,B,172,3,166,-3.50%
01-01-2026,West,B,176,3,172,-2.10%
01-02-2026,West,B,189,3,174,-8.20%
01-03-2026,West,B,239,3,212,-11.50%
01-04-2025,West,B,218,3,213,-2.40%
01-05-2025,West,B,226,3,212,-6.40%
01-06-2025,West,B,134,3,119,-11.10%
01-07-2025,West,B,183,3,172,-5.90%
01-08-2025,West,B,239,3,225,-6.00%
01-09-2025,West,B,200,3,180,-9.80%
01-10-2025,West,B,217,3,191,-11.80%
01-11-2025,West,B,244,3,219,-10.20%
01-12-2025,West,B,200,3,180,-9.90%
01-01-2026,West,B,149,3,136,-8.90%
01-02-2026,West,B,216,3,204,-5.50%
01-03-2026,West,B,137,3,121,-11.50%
01-04-2025,West,C,213,3,196,-7.80%
01-05-2025,West,C,165,3,156,-5.60%
01-06-2025,West,C,99,3,87,-11.60%
01-07-2025,West,C,163,3,160,-2.00%
01-08-2025,West,C,89,3,83,-6.40%
01-09-2025,West,C,184,3,168,-9.00%
01-10-2025,West,C,134,3,122,-9.30%
01-11-2025,West,C,187,3,180,-3.80%
01-12-2025,West,C,216,3,210,-2.80%
01-01-2026,West,C,167,3,159,-4.60%
01-02-2026,West,C,253,3,232,-8.40%
01-03-2026,West,C,120,3,117,-2.60%
01-04-2025,West,C,159,3,141,-11.50%
01-05-2025,West,C,209,3,190,-9.10%
01-06-2025,West,C,108,3,95,-11.70%
01-07-2025,West,C,212,3,188,-11.30%
01-08-2025,West,C,200,3,191,-4.50%
01-09-2025,West,C,93,3,82,-11.70%
01-10-2025,West,C,207,3,188,-9.20%
01-11-2025,West,C,258,3,240,-7.00%
01-12-2025,West,C,143,3,135,-5.90%
01-01-2026,West,C,145,3,141,-3.00%
01-02-2026,West,C,128,3,114,-10.90%
01-03-2026,West,C,97,3,95,-2.30%
01-04-2025,South,C,141,3,126,-10.80%
01-05-2025,South,C,195,3,181,-7.20%
01-06-2025,South,C,175,3,165,-5.80%
01-07-2025,South,C,206,3,182,-11.70%
01-08-2025,South,C,89,3,86,-3.50%
01-09-2025,South,C,244,3,223,-8.80%
01-10-2025,South,C,130,3,121,-7.10%
01-11-2025,South,C,244,3,229,-6.30%
01-12-2025,South,C,168,3,154,-8.20%
01-01-2026,South,C,215,3,199,-7.50%
01-02-2026,South,C,231,3,214,-7.20%
01-03-2026,South,C,194,3,185,-4.50%
01-04-2025,South,C,187,3,173,-7.80%
01-05-2025,South,C,123,3,112,-8.90%
01-06-2025,South,C,100,3,96,-4.10%
01-07-2025,South,C,94,3,84,-10.90%
01-08-2025,South,C,154,3,137,-11.30%
01-09-2025,South,C,234,3,209,-10.70%
01-10-2025,South,C,225,3,217,-3.80%
01-11-2025,South,C,104,3,93,-10.40%
01-12-2025,South,C,121,3,113,-6.90%
01-01-2026,South,C,196,3,189,-3.50%
01-02-2026,South,C,134,3,120,-10.40%
01-03-2026,South,C,212,3,207,-2.30%
01-04-2025,North,C,218,3,203,-6.70%
01-05-2025,North,C,235,3,221,-5.90%
01-06-2025,North,C,95,3,88,-7.00%
01-07-2025,North,C,185,3,172,-7.10%
01-08-2025,North,C,179,3,168,-6.30%
01-09-2025,North,C,120,3,106,-11.30%
01-10-2025,North,C,234,3,221,-5.40%
01-11-2025,North,C,189,3,174,-7.80%
01-12-2025,North,C,139,3,129,-7.00%
01-01-2026,North,C,180,3,160,-10.90%
01-02-2026,North,C,151,3,146,-3.60%
01-03-2026,North,C,149,3,135,-9.50%
01-04-2025,North,C,92,3,83,-9.60%
01-05-2025,North,C,234,3,217,-7.40%
01-06-2025,North,C,170,3,164,-3.30%
01-07-2025,North,C,213,3,196,-8.20%
01-08-2025,North,C,101,3,97,-4.00%
01-09-2025,North,C,195,3,181,-7.40%
01-10-2025,North,C,216,3,197,-8.70%
01-11-2025,North,C,238,3,233,-2.10%
01-12-2025,North,C,210,3,201,-4.10%
01-01-2026,North,C,137,3,124,-9.40%
01-02-2026,North,C,219,3,204,-6.80%
01-03-2026,North,C,183,3,167,-8.70%
01-04-2025,North,A,94,3,89,-5.00%
01-05-2025,North,A,144,3,135,-6.20%
01-06-2025,North,A,108,3,101,-6.70%
01-07-2025,North,A,162,3,152,-6.10%
01-08-2025,North,A,142,3,131,-8.00%
01-09-2025,North,A,150,3,142,-5.40%
01-10-2025,North,A,110,3,106,-3.70%
01-11-2025,North,A,119,3,116,-2.60%
01-12-2025,North,A,117,3,110,-6.10%
01-01-2026,North,A,121,3,112,-7.70%
01-02-2026,North,A,109,3,97,-11.20%
01-03-2026,North,A,119,3,110,-7.90%
01-04-2025,South,A,157,3,145,-7.50%
01-05-2025,South,A,142,3,134,-5.60%
01-06-2025,South,A,94,3,89,-5.30%
01-07-2025,South,A,164,3,157,-4.50%
01-08-2025,South,A,152,3,140,-8.20%
01-09-2025,South,A,75,3,73,-2.40%
01-10-2025,South,A,62,3,59,-5.30%
01-11-2025,South,A,116,3,112,-3.20%
01-12-2025,South,A,95,3,91,-4.20%
01-01-2026,South,A,168,3,157,-6.50%
01-02-2026,South,A,90,3,87,-2.90%
01-03-2026,South,A,153,3,147,-3.80%
01-04-2025,West,A,234,3,211,-9.90%
01-05-2025,West,A,148,3,140,-5.60%
01-06-2025,West,A,213,3,198,-7.10%
01-07-2025,West,A,252,3,240,-4.90%
01-08-2025,West,A,154,3,137,-11.30%
01-09-2025,West,A,131,3,125,-4.90%
01-10-2025,West,A,215,3,204,-5.00%
01-11-2025,West,A,206,3,202,-2.00%
01-12-2025,West,A,211,3,202,-4.40%
01-01-2026,West,A,162,3,149,-8.10%
01-02-2026,West,A,184,3,173,-5.90%
01-03-2026,West,A,133,3,118,-10.90%
01-04-2021,North,A,167,3,150,-10.20%
01-05-2021,North,A,238,3,210,-11.80%
01-06-2021,North,A,200,3,192,-4.20%
01-07-2021,North,A,245,3,234,-4.60%
01-08-2021,North,A,253,3,232,-8.40%
01-09-2021,North,A,240,3,219,-8.60%
01-10-2021,North,A,182,3,164,-9.70%
01-11-2021,North,A,191,3,174,-8.90%
01-12-2021,North,A,204,3,190,-6.90%
01-01-2022,North,A,204,3,190,-7.00%
01-02-2022,North,A,185,3,175,-5.50%
01-03-2022,North,A,196,3,187,-4.40%
01-04-2022,North,A,297,3,275,-7.50%
01-05-2022,North,A,417,3,396,-5.00%
01-06-2022,North,A,362,3,344,-5.10%
01-07-2022,North,A,436,3,393,-9.90%
01-08-2022,North,A,415,3,386,-7.00%
01-09-2022,North,A,412,3,387,-6.20%
01-10-2022,North,A,302,3,275,-9.00%
01-11-2022,North,A,300,3,277,-7.60%
01-12-2022,North,A,376,3,338,-10.10%
01-01-2023,North,A,302,3,279,-7.60%
01-02-2023,North,A,265,3,235,-11.40%
01-03-2023,North,A,339,3,303,-10.80%
01-04-2023,North,A,65,3,60,-7.20%
01-05-2023,North,A,104,3,101,-2.80%
01-06-2023,North,A,94,3,89,-5.30%
01-07-2023,North,A,94,3,86,-8.30%
01-08-2023,North,A,92,3,81,-11.90%
01-09-2023,North,A,170,3,162,-4.90%
01-10-2023,North,A,93,3,90,-3.40%
01-11-2023,North,A,143,3,129,-9.90%
01-12-2023,North,A,174,3,158,-9.50%
01-01-2024,North,A,128,3,122,-4.40%
01-02-2024,North,A,84,3,81,-3.70%
01-03-2024,North,A,126,3,115,-8.80%
01-04-2024,North,A,158,3,143,-9.30%
01-05-2024,North,A,77,3,73,-5.20%
01-06-2024,North,A,87,3,77,-11.90%
01-07-2024,North,A,126,3,114,-9.80%
01-08-2024,North,A,121,3,116,-3.80%
01-09-2024,North,A,109,3,100,-7.90%
01-10-2024,North,A,70,3,63,-10.10%
01-11-2024,North,A,124,3,111,-10.10%
01-12-2024,North,A,169,3,164,-2.80%
01-01-2025,North,A,151,3,145,-3.70%
01-02-2025,North,A,84,3,74,-12.00%
01-03-2025,North,A,99,3,89,-10.00%
01-04-2021,South,A,158,3,152,-3.80%
01-05-2021,South,A,212,3,198,-6.60%
01-06-2021,South,A,230,3,218,-5.10%
01-07-2021,South,A,155,3,144,-7.30%
01-08-2021,South,A,219,3,207,-5.30%
01-09-2021,South,A,169,3,153,-9.50%
01-10-2021,South,A,180,3,172,-4.40%
01-11-2021,South,A,234,3,219,-6.60%
01-12-2021,South,A,172,3,152,-11.70%
01-01-2022,South,A,176,3,171,-2.80%
01-02-2022,South,A,189,3,179,-5.20%
01-03-2022,South,A,239,3,232,-2.70%
01-04-2022,South,A,218,3,207,-5.00%
01-05-2022,South,A,226,3,211,-6.90%
01-06-2022,South,A,134,3,118,-11.80%
01-07-2022,South,A,183,3,167,-9.00%
01-08-2022,South,A,239,3,221,-7.70%
01-09-2022,South,A,200,3,193,-3.80%
01-10-2022,South,A,217,3,202,-6.70%
01-11-2022,South,A,244,3,219,-10.20%
01-12-2022,South,A,200,3,185,-7.70%
01-01-2023,South,A,149,3,143,-4.10%
01-02-2023,South,A,216,3,197,-8.90%
01-03-2023,South,A,137,3,129,-5.70%
01-04-2023,South,A,213,3,206,-3.40%
01-05-2023,South,A,165,3,146,-11.30%
01-06-2023,South,A,99,3,96,-3.20%
01-07-2023,South,A,163,3,145,-11.20%
01-08-2023,South,A,89,3,83,-7.10%
01-09-2023,South,A,184,3,177,-4.00%
01-10-2023,South,A,134,3,120,-10.40%
01-11-2023,South,A,187,3,179,-4.20%
01-12-2023,South,A,216,3,203,-5.90%
01-01-2024,South,A,167,3,163,-2.60%
01-02-2024,South,A,253,3,227,-10.20%
01-03-2024,South,A,120,3,112,-6.80%
01-04-2024,South,A,159,3,149,-6.20%
01-05-2024,South,A,209,3,204,-2.20%
01-06-2024,South,A,108,3,105,-2.40%
01-07-2024,South,A,212,3,207,-2.40%
01-08-2024,South,A,200,3,196,-2.10%
01-09-2024,South,A,93,3,87,-6.40%
01-10-2024,South,A,207,3,198,-4.20%
01-11-2024,South,A,258,3,228,-11.70%
01-12-2024,South,A,143,3,132,-7.60%
01-01-2025,South,A,145,3,139,-4.00%
01-02-2025,South,A,128,3,122,-4.60%
01-03-2025,South,A,97,3,86,-11.30%
01-04-2021,West,A,141,3,133,-6.00%
01-05-2021,West,A,195,3,174,-11.00%
01-06-2021,West,A,175,3,170,-2.80%
01-07-2021,West,A,206,3,201,-2.30%
01-08-2021,West,A,89,3,86,-3.80%
01-09-2021,West,A,244,3,224,-8.10%
01-10-2021,West,A,130,3,117,-9.70%
01-11-2021,West,A,244,3,218,-10.90%
01-12-2021,West,A,168,3,163,-2.80%
01-01-2022,West,A,215,3,195,-9.30%
01-02-2022,West,A,231,3,221,-4.50%
01-03-2022,West,A,194,3,182,-5.90%
01-04-2022,West,A,187,3,166,-11.10%
01-05-2022,West,A,123,3,111,-10.10%
01-06-2022,West,A,100,3,90,-9.70%
01-07-2022,West,A,94,3,84,-10.50%
01-08-2022,West,A,154,3,145,-5.90%
01-09-2022,West,A,234,3,227,-3.00%
01-10-2022,West,A,225,3,214,-4.90%
01-11-2022,West,A,104,3,96,-8.10%
01-12-2022,West,A,121,3,118,-2.30%
01-01-2023,West,A,196,3,186,-5.20%
01-02-2023,West,A,134,3,126,-6.30%
01-03-2023,West,A,212,3,194,-8.40%
01-04-2023,West,A,218,3,212,-2.60%
01-05-2023,West,A,235,3,209,-10.90%
01-06-2023,West,A,95,3,90,-5.20%
01-07-2023,West,A,185,3,164,-11.20%
01-08-2023,West,A,179,3,175,-2.50%
01-09-2023,West,A,120,3,117,-2.80%
01-10-2023,West,A,234,3,227,-2.90%
01-11-2023,West,A,189,3,177,-6.40%
01-12-2023,West,A,139,3,125,-10.30%
01-01-2024,West,A,180,3,168,-6.70%
